index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
10141	s ɪ t ʃ ʊ eɪ t	s ɪ t ʃ ʊ eɪ t ɪ d	situate	situated	⋊ s ɪ t ʃ ʊ e t ⋉	⋊ s ɪ t ʃ ʊ e t ɪ d ⋉
10146	m əʊ	m əʊ d	mow	mowed	⋊ m o ⋉	⋊ m o d ⋉
10167	ʃ əʊ	ʃ əʊ d	shew	shewed	⋊ ʃ o ⋉	⋊ ʃ o d ⋉
10174	g l iː n	g l iː n d	glean	gleaned	⋊ g l i n ⋉	⋊ g l i n d ⋉
10179	p r ʊ f ɛ s	p r ʊ f ɛ s t	profess	professed	⋊ p ɹ ʊ f ɛ s ⋉	⋊ p ɹ ʊ f ɛ s t ⋉
10186	ɛ n ə d ʒ aɪ z	ɛ n ə d ʒ aɪ z d	energize	energized	⋊ ɛ n ə d ʒ a ɪ z ⋉	⋊ ɛ n ə d ʒ a ɪ z d ⋉
10190	ʃ ɔ p l ɪ f t	ʃ ɔ p l ɪ f t ɪ d	shoplift	shoplifted	⋊ ʃ ɔ p l ɪ f t ⋉	⋊ ʃ ɔ p l ɪ f t ɪ d ⋉
10191	s lˠ a m	s lˠ a m d	slam	slammed	⋊ s l a m ⋉	⋊ s l a m d ⋉
10195	b ɛ l ɪ l a n d	b ɛ l ɪ l a n d ɪ d	belly-land	belly-landed	⋊ b ɛ l ɪ l a n d ⋉	⋊ b ɛ l ɪ l a n d ɪ d ⋉
10197	j ɛ lˠ p	j ɛ lˠ p t	yelp	yelped	⋊ j ɛ l p ⋉	⋊ j ɛ l p t ⋉
10198	b ə r eɪ t	b ə r eɪ t ɪ d	berate	berated	⋊ b ə ɹ e t ⋉	⋊ b ə ɹ e t ɪ d ⋉
10203	s t iː m r əʊ l ə	s t iː m r əʊ l ə d	steamroller	steamrollered	⋊ s t i m ɹ o l ə ⋉	⋊ s t i m ɹ o l ə d ⋉
10211	ɪ n t ə m iː d ɪ eɪ t	ɪ n t ə m iː d ɪ eɪ t ɪ d	intermediate	intermediated	⋊ ɪ n t ə m i d ɪ e t ⋉	⋊ ɪ n t ə m i d ɪ e t ɪ d ⋉
10227	p l ʌ m ɪ t	p l ʌ m ɪ t ɪ d	plummet	plummetted	⋊ p l ʌ m ɪ t ⋉	⋊ p l ʌ m ɪ t ɪ d ⋉
10228	p ɜː k	p ɜː k t	perk	perked	⋊ p ə k ⋉	⋊ p ə k t ⋉
10234	f j uː ə lˠ	f j uː ə lˠ d	fuel	fuelled	⋊ f j u ə l ⋉	⋊ f j u ə l d ⋉
10236	d ɪ t ɛ k t	d ɪ t ɛ k t ɪ d	detect	detected	⋊ d ɪ t ɛ k t ⋉	⋊ d ɪ t ɛ k t ɪ d ⋉
10254	r a ʃ n̩	r a ʃ n̩ d	ration	rationed	⋊ ɹ a ʃ n ⋉	⋊ ɹ a ʃ n d ⋉
10256	d ɪ g r eɪ d	d ɪ g r eɪ d ɪ d	degrade	degraded	⋊ d ɪ g ɹ e d ⋉	⋊ d ɪ g ɹ e d ɪ d ⋉
10259	k a p	k a p t	cap	capped	⋊ k a p ⋉	⋊ k a p t ⋉
10266	ə p ɔ s t ə t aɪ z	ə p ɔ s t ə t aɪ z d	apostatize	apostatized	⋊ ə p ɔ s t ə t a ɪ z ⋉	⋊ ə p ɔ s t ə t a ɪ z d ⋉
10269	s k w ɔ ʃ	s k w ɔ ʃ t	squash	squashed	⋊ s k w ɔ ʃ ⋉	⋊ s k w ɔ ʃ t ⋉
10273	f ʊ t n əʊ t	f ʊ t n əʊ t ɪ d	footnote	footnoted	⋊ f ʊ t n o t ⋉	⋊ f ʊ t n o t ɪ d ⋉
10275	d ɛ z ɪ g n eɪ t	d ɛ z ɪ g n eɪ t ɪ d	designate	designated	⋊ d ɛ z ɪ g n e t ⋉	⋊ d ɛ z ɪ g n e t ɪ d ⋉
10281	əʊ v ə ʃ uː t	əʊ v ə ʃ ɔ t	overshoot	overshot	⋊ o v ə ʃ u t ⋉	⋊ o v ə ʃ ɔ t ⋉
10283	ə d m ɪ n ɪ s t ə	ə d m ɪ n ɪ s t ə d	administer	administered	⋊ ə d m ɪ n ɪ s t ə ⋉	⋊ ə d m ɪ n ɪ s t ə d ⋉
10284	s ʌ b d ʒ ɔɪ n	s ʌ b d ʒ ɔɪ n d	subjoin	subjoined	⋊ s ʌ b d ʒ ɔ ɪ n ⋉	⋊ s ʌ b d ʒ ɔ ɪ n d ⋉
10287	a b n ə g eɪ t	a b n ə g eɪ t ɪ d	abnegate	abnegated	⋊ a b n ə g e t ⋉	⋊ a b n ə g e t ɪ d ⋉
10294	s t ɪ n t	s t ɪ n t ɪ d	stint	stinted	⋊ s t ɪ n t ⋉	⋊ s t ɪ n t ɪ d ⋉
10298	g ɔː	g ɔː d	gore	gored	⋊ g ɔ ⋉	⋊ g ɔ d ⋉
10299	d ɔ d ə	d ɔ d ə d	dodder	doddered	⋊ d ɔ d ə ⋉	⋊ d ɔ d ə d ⋉
10311	b ə l iː v	b ə l iː v d	believe	believed	⋊ b ə l i v ⋉	⋊ b ə l i v d ⋉
10314	p uː p uː	p uː p uː d	pooh-pooh	pooh-poohed	⋊ p u p u ⋉	⋊ p u p u d ⋉
10321	k r a b	k r a b d	crab	crabbed	⋊ k ɹ a b ⋉	⋊ k ɹ a b d ⋉
10331	v əʊ t	v əʊ t ɪ d	vote	voted	⋊ v o t ⋉	⋊ v o t ɪ d ⋉
10334	m ʌ ð ə	m ʌ ð ə d	mother	mothered	⋊ m ʌ ð ə ⋉	⋊ m ʌ ð ə d ⋉
10344	b r ɛ s t	b r ɛ s t ɪ d	breast	breasted	⋊ b ɹ ɛ s t ⋉	⋊ b ɹ ɛ s t ɪ d ⋉
10348	r a n s m̩	r a n s m̩ d	ransom	ransomed	⋊ ɹ a n s m ⋉	⋊ ɹ a n s m d ⋉
10350	s lˠ eɪ v	s lˠ eɪ v d	slave	slaved	⋊ s l e v ⋉	⋊ s l e v d ⋉
10357	m ɪ s t ɪ f aɪ	m ɪ s t ɪ f aɪ d	mystify	mystified	⋊ m ɪ s t ɪ f a ɪ ⋉	⋊ m ɪ s t ɪ f a ɪ d ⋉
10360	ʌ g l ɪ f aɪ	ʌ g l ɪ f aɪ d	uglify	uglified	⋊ ʌ g l ɪ f a ɪ ⋉	⋊ ʌ g l ɪ f a ɪ d ⋉
10368	r ə m aɪ n d	r ə m aɪ n d ɪ d	remind	reminded	⋊ ɹ ə m a ɪ n d ⋉	⋊ ɹ ə m a ɪ n d ɪ d ⋉
10369	k ʌ k l̩ˠ d	k ʌ k l̩ˠ d ɪ d	cuckold	cuckolded	⋊ k ʌ k l d ⋉	⋊ k ʌ k l d ɪ d ⋉
10388	p eɪ s	p eɪ s t	pace	paced	⋊ p e s ⋉	⋊ p e s t ⋉
10398	n ɪ ə	n ɪ ə d	near	neared	⋊ n ɪ ə ⋉	⋊ n ɪ ə d ⋉
10417	k ə n f ɔː m	k ə n f ɔː m d	conform	conformed	⋊ k ə n f ɔ m ⋉	⋊ k ə n f ɔ m d ⋉
10419	r ɛ k r ɪ eɪ t	r ɛ k r ɪ eɪ t ɪ d	recreate	recreated	⋊ ɹ ɛ k ɹ ɪ e t ⋉	⋊ ɹ ɛ k ɹ ɪ e t ɪ d ⋉
10421	p ɪ d ʒ ə n h əʊ lˠ	p ɪ d ʒ ə n h əʊ lˠ d	pigeonhole	pigeonholed	⋊ p ɪ d ʒ ə n h o l ⋉	⋊ p ɪ d ʒ ə n h o l d ⋉
10423	f eɪ k	f eɪ k t	fake	faked	⋊ f e k ⋉	⋊ f e k t ⋉
10426	k ə m p r ɛ s	k ə m p r ɛ s t	compress	compressed	⋊ k ə m p ɹ ɛ s ⋉	⋊ k ə m p ɹ ɛ s t ⋉
10432	ɪ m a s k j ʊ l eɪ t	ɪ m a s k j ʊ l eɪ t ɪ d	emasculate	emasculated	⋊ ɪ m a s k j ʊ l e t ⋉	⋊ ɪ m a s k j ʊ l e t ɪ d ⋉
10433	f ɔː t ɪ f aɪ	f ɔː t ɪ f aɪ d	fortify	fortified	⋊ f ɔ t ɪ f a ɪ ⋉	⋊ f ɔ t ɪ f a ɪ d ⋉
10444	g l aɪ d	g l aɪ d ɪ d	glide	glided	⋊ g l a ɪ d ⋉	⋊ g l a ɪ d ɪ d ⋉
10446	l ɪ s n̩	l ɪ s n̩ d	listen	listened	⋊ l ɪ s n ⋉	⋊ l ɪ s n d ⋉
10448	d ɪ v ɜː t	d ɪ v ɜː t ɪ d	divert	diverted	⋊ d ɪ v ə t ⋉	⋊ d ɪ v ə t ɪ d ⋉
10453	əʊ v ə m a n	əʊ v ə m a n d	overman	overmanned	⋊ o v ə m a n ⋉	⋊ o v ə m a n d ⋉
10457	b a r ə k	b a r ə k t	barrack	barracked	⋊ b a ɹ ə k ⋉	⋊ b a ɹ ə k t ⋉
10458	s k r ɪ b l̩ˠ	s k r ɪ b l̩ˠ d	scribble	scribbled	⋊ s k ɹ ɪ b l ⋉	⋊ s k ɹ ɪ b l d ⋉
10460	s ʌ m ə s ɔ lˠ t	s ʌ m ə s ɔ lˠ t ɪ d	somersault	somersaulted	⋊ s ʌ m ə s ɔ l t ⋉	⋊ s ʌ m ə s ɔ l t ɪ d ⋉
10467	ɪ n t ə d ɪ k t	ɪ n t ə d ɪ k t ɪ d	interdict	interdicted	⋊ ɪ n t ə d ɪ k t ⋉	⋊ ɪ n t ə d ɪ k t ɪ d ⋉
10469	h ʌ z b ə n d	h ʌ z b ə n d ɪ d	husband	husbanded	⋊ h ʌ z b ə n d ⋉	⋊ h ʌ z b ə n d ɪ d ⋉
10471	a d v ə t aɪ z	a d v ə t aɪ z d	advertise	advertised	⋊ a d v ə t a ɪ z ⋉	⋊ a d v ə t a ɪ z d ⋉
10475	l ɛ v n̩	l ɛ v n̩ d	leaven	leavened	⋊ l ɛ v n ⋉	⋊ l ɛ v n d ⋉
10478	m aɪ m	m aɪ m d	mime	mimed	⋊ m a ɪ m ⋉	⋊ m a ɪ m d ⋉
10488	n a ʃ	n a ʃ t	gnash	gnashed	⋊ n a ʃ ⋉	⋊ n a ʃ t ⋉
10492	k ɔː r ə s	k ɔː r ə s t	chorus	chorused	⋊ k ɔ ɹ ə s ⋉	⋊ k ɔ ɹ ə s t ⋉
10500	t ɪ p t əʊ	t ɪ p t əʊ d	tiptoe	tiptoed	⋊ t ɪ p t o ⋉	⋊ t ɪ p t o d ⋉
10502	s t a ʃ	s t a ʃ t	stash	stashed	⋊ s t a ʃ ⋉	⋊ s t a ʃ t ⋉
10512	n əʊ z	n əʊ z d	nose	nosed	⋊ n o z ⋉	⋊ n o z d ⋉
10520	a b r ʊ g eɪ t	a b r ʊ g eɪ t ɪ d	abrogate	abrogated	⋊ a b ɹ ʊ g e t ⋉	⋊ a b ɹ ʊ g e t ɪ d ⋉
10521	g ʌ t ə	g ʌ t ə d	gutter	guttered	⋊ g ʌ t ə ⋉	⋊ g ʌ t ə d ⋉
10522	s t a g n eɪ t	s t a g n eɪ t ɪ d	stagnate	stagnated	⋊ s t a g n e t ⋉	⋊ s t a g n e t ɪ d ⋉
10523	r ɛ n ɪ g eɪ d	r ɛ n ɪ g eɪ d ɪ d	renegade	renegaded	⋊ ɹ ɛ n ɪ g e d ⋉	⋊ ɹ ɛ n ɪ g e d ɪ d ⋉
10526	ɛ n t r ʌ s t	ɛ n t r ʌ s t ɪ d	entrust	entrusted	⋊ ɛ n t ɹ ʌ s t ⋉	⋊ ɛ n t ɹ ʌ s t ɪ d ⋉
10528	t ʃ ɜː p	t ʃ ɜː p t	chirp	chirped	⋊ t ʃ ə p ⋉	⋊ t ʃ ə p t ⋉
10539	k r ɪ k	k r ɪ k t	crick	cricked	⋊ k ɹ ɪ k ⋉	⋊ k ɹ ɪ k t ⋉
10544	z əʊ n	z əʊ n d	zone	zoned	⋊ z o n ⋉	⋊ z o n d ⋉
10550	ʌ n d ə k ʌ t	ʌ n d ə k ʌ t	undercut	undercut	⋊ ʌ n d ə k ʌ t ⋉	⋊ ʌ n d ə k ʌ t ⋉
10551	s k r iː m	s k r iː m d	scream	screamed	⋊ s k ɹ i m ⋉	⋊ s k ɹ i m d ⋉
10572	ɪ n t ɛ n d	ɪ n t ɛ n d ɪ d	intend	intended	⋊ ɪ n t ɛ n d ⋉	⋊ ɪ n t ɛ n d ɪ d ⋉
10580	p ʌ z l̩ˠ	p ʌ z l̩ˠ d	puzzle	puzzled	⋊ p ʌ z l ⋉	⋊ p ʌ z l d ⋉
10583	p r ɔ s ɪ l ɪ t aɪ z	p r ɔ s ɪ l ɪ t aɪ z d	proselytize	proselytized	⋊ p ɹ ɔ s ɪ l ɪ t a ɪ z ⋉	⋊ p ɹ ɔ s ɪ l ɪ t a ɪ z d ⋉
10586	w uː	w uː d	woo	wooed	⋊ w u ⋉	⋊ w u d ⋉
10589	r a v n̩	r a v n̩ d	raven	ravened	⋊ ɹ a v n ⋉	⋊ ɹ a v n d ⋉
10593	ɔː d ə	ɔː d ə d	order	ordered	⋊ ɔ d ə ⋉	⋊ ɔ d ə d ⋉
10602	f ɔː lˠ	f ɛ lˠ	fall	fell	⋊ f ɔ l ⋉	⋊ f ɛ l ⋉
10615	ə m əʊ n ɪ eɪ t	ə m əʊ n ɪ eɪ t ɪ d	ammoniate	ammoniated	⋊ ə m o n ɪ e t ⋉	⋊ ə m o n ɪ e t ɪ d ⋉
10617	d ɪ l eɪ	d ɪ l eɪ d	delay	delayed	⋊ d ɪ l e ⋉	⋊ d ɪ l e d ⋉
10621	d ɑː n	d ɑː n d	darn	darned	⋊ d ɑ n ⋉	⋊ d ɑ n d ⋉
10625	m j uː	m j uː d	mew	mewed	⋊ m j u ⋉	⋊ m j u d ⋉
10634	m ɔː t ɪ s	m ɔː t ɪ s t	mortise	mortised	⋊ m ɔ t ɪ s ⋉	⋊ m ɔ t ɪ s t ⋉
10642	k əʊ m	k əʊ m d	comb	combed	⋊ k o m ⋉	⋊ k o m d ⋉
10649	d iː lˠ	d ɛ lˠ t	deal	dealt	⋊ d i l ⋉	⋊ d ɛ l t ⋉
10652	b ɪ f ʌ d l̩ˠ	b ɪ f ʌ d l̩ˠ d	befuddle	befuddled	⋊ b ɪ f ʌ d l ⋉	⋊ b ɪ f ʌ d l d ⋉
10653	r ə k ɔː lˠ	r ə k ɔː lˠ d	recall	recalled	⋊ ɹ ə k ɔ l ⋉	⋊ ɹ ə k ɔ l d ⋉
10665	w iː v	w əʊ v	weave	wove	⋊ w i v ⋉	⋊ w o v ⋉
10668	ɛ v ə n ɛ s	ɛ v ə n ɛ s t	evanesce	evanesced	⋊ ɛ v ə n ɛ s ⋉	⋊ ɛ v ə n ɛ s t ⋉
10670	h ɑː k	h ɑː k t	hark	harked	⋊ h ɑ k ⋉	⋊ h ɑ k t ⋉
10678	s ɛ l ɪ b r eɪ t	s ɛ l ɪ b r eɪ t ɪ d	celebrate	celebrated	⋊ s ɛ l ɪ b ɹ e t ⋉	⋊ s ɛ l ɪ b ɹ e t ɪ d ⋉
10679	iː v əʊ k	iː v əʊ k t	evoke	evoked	⋊ i v o k ⋉	⋊ i v o k t ⋉
10682	h w ɪ s p ə	h w ɪ s p ə d	whisper	whispered	⋊ h w ɪ s p ə ⋉	⋊ h w ɪ s p ə d ⋉
10687	s ʊ p ə r a n j ʊ eɪ t	s ʊ p ə r a n j ʊ eɪ t ɪ d	superannuate	superannuated	⋊ s ʊ p ə ɹ a n j ʊ e t ⋉	⋊ s ʊ p ə ɹ a n j ʊ e t ɪ d ⋉
10689	r ɛ t ɪ k j ʊ l eɪ t	r ɛ t ɪ k j ʊ l eɪ t ɪ d	reticulate	reticulated	⋊ ɹ ɛ t ɪ k j ʊ l e t ⋉	⋊ ɹ ɛ t ɪ k j ʊ l e t ɪ d ⋉
10690	ɪ m p r ʊ v aɪ z	ɪ m p r ʊ v aɪ z d	improvise	improvised	⋊ ɪ m p ɹ ʊ v a ɪ z ⋉	⋊ ɪ m p ɹ ʊ v a ɪ z d ⋉
10693	s lˠ ɔː t ə	s lˠ ɔː t ə d	slaughter	slaughtered	⋊ s l ɔ t ə ⋉	⋊ s l ɔ t ə d ⋉
10698	r uː t l̩ˠ	r uː t l̩ˠ d	rootle	rootled	⋊ ɹ u t l ⋉	⋊ ɹ u t l d ⋉
10706	t ɪ ŋ k l̩ˠ	t ɪ ŋ k l̩ˠ d	tinkle	tinkled	⋊ t ɪ ŋ k l ⋉	⋊ t ɪ ŋ k l d ⋉
10709	ɑː n s ə	ɑː n s ə d	answer	answered	⋊ ɑ n s ə ⋉	⋊ ɑ n s ə d ⋉
10723	d ʒ ɔ g	d ʒ ɔ g d	jog	jogged	⋊ d ʒ ɔ g ⋉	⋊ d ʒ ɔ g d ⋉
10729	p iː p	p iː p t	peep	peeped	⋊ p i p ⋉	⋊ p i p t ⋉
10741	f ɛ lˠ	f ɛ lˠ d	fell	felled	⋊ f ɛ l ⋉	⋊ f ɛ l d ⋉
10744	k a m f ə r eɪ t	k a m f ə r eɪ t ɪ d	camphorate	camphorated	⋊ k a m f ə ɹ e t ⋉	⋊ k a m f ə ɹ e t ɪ d ⋉
10746	ɛ n r ɪ t ʃ	ɛ n r ɪ t ʃ t	enrich	enriched	⋊ ɛ n ɹ ɪ t ʃ ⋉	⋊ ɛ n ɹ ɪ t ʃ t ⋉
10747	s ə f ɪ s t ɪ k eɪ t	s ə f ɪ s t ɪ k eɪ t ɪ d	sophisticate	sophisticated	⋊ s ə f ɪ s t ɪ k e t ⋉	⋊ s ə f ɪ s t ɪ k e t ɪ d ⋉
10750	d ɪ z ɜː n	d ɪ z ɜː n d	discern	discerned	⋊ d ɪ z ə n ⋉	⋊ d ɪ z ə n d ⋉
10761	h ɔ b l̩ˠ	h ɔ b l̩ˠ d	hobble	hobbled	⋊ h ɔ b l ⋉	⋊ h ɔ b l d ⋉
10764	p iː lˠ	p iː lˠ d	peel	peeled	⋊ p i l ⋉	⋊ p i l d ⋉
10773	k ə n uː d l̩ˠ	k ə n uː d l̩ˠ d	canoodle	canoodled	⋊ k ə n u d l ⋉	⋊ k ə n u d l d ⋉
10776	m ɪ s a p r ɪ h ɛ n d	m ɪ s a p r ɪ h ɛ n d ɪ d	misapprehend	misapprehended	⋊ m ɪ s a p ɹ ɪ h ɛ n d ⋉	⋊ m ɪ s a p ɹ ɪ h ɛ n d ɪ d ⋉
10780	f r ɪ k ə s iː	f r ɪ k ə s iː d	fricassee	fricasseed	⋊ f ɹ ɪ k ə s i ⋉	⋊ f ɹ ɪ k ə s i d ⋉
10785	r uː ʒ	r uː ʒ d	rouge	rouged	⋊ ɹ u ʒ ⋉	⋊ ɹ u ʒ d ⋉
10788	r a t ɪ f aɪ	r a t ɪ f aɪ d	ratify	ratified	⋊ ɹ a t ɪ f a ɪ ⋉	⋊ ɹ a t ɪ f a ɪ d ⋉
10790	p ə s w eɪ d	p ə s w eɪ d ɪ d	persuade	persuaded	⋊ p ə s w e d ⋉	⋊ p ə s w e d ɪ d ⋉
10798	s k j ʊ ə	s k j ʊ ə d	skewer	skewered	⋊ s k j ʊ ə ⋉	⋊ s k j ʊ ə d ⋉
10800	s n ɪ k ə	s n ɪ k ə d	snicker	snickered	⋊ s n ɪ k ə ⋉	⋊ s n ɪ k ə d ⋉
10801	g r aʊ s	g r aʊ s t	grouse	groused	⋊ g ɹ a ʊ s ⋉	⋊ g ɹ a ʊ s t ⋉
10803	m ʌ m b l̩ˠ	m ʌ m b l̩ˠ d	mumble	mumbled	⋊ m ʌ m b l ⋉	⋊ m ʌ m b l d ⋉
10807	ɛ k s p a n d	ɛ k s p a n d ɪ d	expand	expanded	⋊ ɛ k s p a n d ⋉	⋊ ɛ k s p a n d ɪ d ⋉
10809	h a p n̩	h a p n̩ d	happen	happened	⋊ h a p n ⋉	⋊ h a p n d ⋉
10812	r ə d ʒ ɔɪ s	r ə d ʒ ɔɪ s t	rejoice	rejoiced	⋊ ɹ ə d ʒ ɔ ɪ s ⋉	⋊ ɹ ə d ʒ ɔ ɪ s t ⋉
10818	s j ʊ p ə s iː d	s j ʊ p ə s iː d ɪ d	supersede	superseded	⋊ s j ʊ p ə s i d ⋉	⋊ s j ʊ p ə s i d ɪ d ⋉
10827	b r iː d	b r ɛ d	breed	bred	⋊ b ɹ i d ⋉	⋊ b ɹ ɛ d ⋉
10831	ʌ n t a ŋ g l̩ˠ	ʌ n t a ŋ g l̩ˠ d	untangle	untangled	⋊ ʌ n t a ŋ g l ⋉	⋊ ʌ n t a ŋ g l d ⋉
10840	l j ʊ k ɔ t ə m aɪ z	l j ʊ k ɔ t ə m aɪ z d	leucotomize	leucotomized	⋊ l j ʊ k ɔ t ə m a ɪ z ⋉	⋊ l j ʊ k ɔ t ə m a ɪ z d ⋉
10842	b ɪ t ʃ	b ɪ t ʃ t	bitch	bitched	⋊ b ɪ t ʃ ⋉	⋊ b ɪ t ʃ t ⋉
10844	t a l ɪ	t a l ɪ d	tally	tallied	⋊ t a l ɪ ⋉	⋊ t a l ɪ d ⋉
10848	ɪ m p r uː v	ɪ m p r uː v d	improve	improved	⋊ ɪ m p ɹ u v ⋉	⋊ ɪ m p ɹ u v d ⋉
10849	s t ɔ k eɪ d	s t ɔ k eɪ d ɪ d	stockade	stockaded	⋊ s t ɔ k e d ⋉	⋊ s t ɔ k e d ɪ d ⋉
10851	ɪ n l eɪ	ɪ n l eɪ d	inlay	inlaid	⋊ ɪ n l e ⋉	⋊ ɪ n l e d ⋉
10853	t ɪ k l̩ˠ	t ɪ k l̩ˠ d	tickle	tickled	⋊ t ɪ k l ⋉	⋊ t ɪ k l d ⋉
10854	s k ʌ ŋ k	s k ʌ ŋ k t	skunk	skunked	⋊ s k ʌ ŋ k ⋉	⋊ s k ʌ ŋ k t ⋉
10855	s ə l ɪ s ɪ t	s ə l ɪ s ɪ t ɪ d	solicit	solicited	⋊ s ə l ɪ s ɪ t ⋉	⋊ s ə l ɪ s ɪ t ɪ d ⋉
10861	ɪ n t ɜː k ə l eɪ t	ɪ n t ɜː k ə l eɪ t ɪ d	intercalate	intercalated	⋊ ɪ n t ə k ə l e t ⋉	⋊ ɪ n t ə k ə l e t ɪ d ⋉
10865	t ɛ l ɪ f əʊ n	t ɛ l ɪ f əʊ n d	telephone	telephoned	⋊ t ɛ l ɪ f o n ⋉	⋊ t ɛ l ɪ f o n d ⋉
10871	f ɔ lˠ t ə	f ɔ lˠ t ə d	falter	faltered	⋊ f ɔ l t ə ⋉	⋊ f ɔ l t ə d ⋉
10882	f l ʊ ə r ɪ d aɪ z	f l ʊ ə r ɪ d aɪ z d	fluoridize	fluoridized	⋊ f l ʊ ə ɹ ɪ d a ɪ z ⋉	⋊ f l ʊ ə ɹ ɪ d a ɪ z d ⋉
10885	l ɔ ŋ	l ɔ ŋ d	long	longed	⋊ l ɔ ŋ ⋉	⋊ l ɔ ŋ d ⋉
10898	iː l ɔ ŋ g eɪ t	iː l ɔ ŋ g eɪ t ɪ d	elongate	elongated	⋊ i l ɔ ŋ g e t ⋉	⋊ i l ɔ ŋ g e t ɪ d ⋉
10899	k ə m p aɪ lˠ	k ə m p aɪ lˠ d	compile	compiled	⋊ k ə m p a ɪ l ⋉	⋊ k ə m p a ɪ l d ⋉
10902	d ɪ s ə f ɛ k t	d ɪ s ə f ɛ k t ɪ d	disaffect	disaffected	⋊ d ɪ s ə f ɛ k t ⋉	⋊ d ɪ s ə f ɛ k t ɪ d ⋉
10922	s p iː k	s p eɪ k	speak	spake	⋊ s p i k ⋉	⋊ s p e k ⋉
10931	s w ɛ t	s w ɛ t ɪ d	sweat	sweated	⋊ s w ɛ t ⋉	⋊ s w ɛ t ɪ d ⋉
10932	b ʌ f ɪ t	b ʌ f ɪ t ɪ d	buffet	buffeted	⋊ b ʌ f ɪ t ⋉	⋊ b ʌ f ɪ t ɪ d ⋉
10938	g ʌ lˠ	g ʌ lˠ d	gull	gulled	⋊ g ʌ l ⋉	⋊ g ʌ l d ⋉
10942	d ɪ n	d ɪ n d	din	dinned	⋊ d ɪ n ⋉	⋊ d ɪ n d ⋉
10952	r ʌ b	r ʌ b d	rub	rubbed	⋊ ɹ ʌ b ⋉	⋊ ɹ ʌ b d ⋉
10955	a s ɛ n t	a s ɛ n t ɪ d	assent	assented	⋊ a s ɛ n t ⋉	⋊ a s ɛ n t ɪ d ⋉
10956	g ɔ s ɪ p	g ɔ s ɪ p t	gossip	gossipped	⋊ g ɔ s ɪ p ⋉	⋊ g ɔ s ɪ p t ⋉
10958	f ə m ɛ n t	f ə m ɛ n t ɪ d	foment	fomented	⋊ f ə m ɛ n t ⋉	⋊ f ə m ɛ n t ɪ d ⋉
10962	f l aɪ t	f l aɪ t ɪ d	flight	flighted	⋊ f l a ɪ t ⋉	⋊ f l a ɪ t ɪ d ⋉
10972	k aʊ ə	k aʊ ə d	cower	cowered	⋊ k a ʊ ə ⋉	⋊ k a ʊ ə d ⋉
10975	s t a k	s t a k t	stack	stacked	⋊ s t a k ⋉	⋊ s t a k t ⋉
10986	k r ʌ n ʃ	k r ʌ n ʃ t	crunch	crunched	⋊ k ɹ ʌ n ʃ ⋉	⋊ k ɹ ʌ n ʃ t ⋉
10993	ɛ k s p ʌ n ʒ	ɛ k s p ʌ n ʒ d	expunge	expunged	⋊ ɛ k s p ʌ n ʒ ⋉	⋊ ɛ k s p ʌ n ʒ d ⋉
10998	m j aʊ	m j aʊ d	miaow	miaowed	⋊ m j a ʊ ⋉	⋊ m j a ʊ d ⋉
11003	ɛ n g eɪ d ʒ	ɛ n g eɪ d ʒ d	engage	engaged	⋊ ɛ n g e d ʒ ⋉	⋊ ɛ n g e d ʒ d ⋉
11012	s p lˠ ɔ t ʃ	s p lˠ ɔ t ʃ t	splotch	splotched	⋊ s p l ɔ t ʃ ⋉	⋊ s p l ɔ t ʃ t ⋉
11014	g uː d ʒ	g uː d ʒ d	gouge	gouged	⋊ g u d ʒ ⋉	⋊ g u d ʒ d ⋉
11016	d ɪ s t ɛ m p ə	d ɪ s t ɛ m p ə d	distemper	distempered	⋊ d ɪ s t ɛ m p ə ⋉	⋊ d ɪ s t ɛ m p ə d ⋉
11018	s t ɔ k	s t ɔ k t	stock	stocked	⋊ s t ɔ k ⋉	⋊ s t ɔ k t ⋉
11026	ə t r a k t	ə t r a k t ɪ d	attract	attracted	⋊ ə t ɹ a k t ⋉	⋊ ə t ɹ a k t ɪ d ⋉
11027	s k ɔ t ʃ	s k ɔ t ʃ t	scotch	scotched	⋊ s k ɔ t ʃ ⋉	⋊ s k ɔ t ʃ t ⋉
11038	a s f ɪ k s ɪ eɪ t	a s f ɪ k s ɪ eɪ t ɪ d	asphyxiate	asphyxiated	⋊ a s f ɪ k s ɪ e t ⋉	⋊ a s f ɪ k s ɪ e t ɪ d ⋉
11045	iː v ɪ k t	iː v ɪ k t ɪ d	evict	evicted	⋊ i v ɪ k t ⋉	⋊ i v ɪ k t ɪ d ⋉
11047	p ɪ n ə k l̩ˠ	p ɪ n ə k l̩ˠ d	pinnacle	pinnacled	⋊ p ɪ n ə k l ⋉	⋊ p ɪ n ə k l d ⋉
11054	g l ɔ s	g l ɔ s t	gloss	glossed	⋊ g l ɔ s ⋉	⋊ g l ɔ s t ⋉
11056	ɪ m ɜː d ʒ	ɪ m ɜː d ʒ d	emerge	emerged	⋊ ɪ m ə d ʒ ⋉	⋊ ɪ m ə d ʒ d ⋉
11057	t uː t aɪ m	t uː t aɪ m d	two-time	two-timed	⋊ t u t a ɪ m ⋉	⋊ t u t a ɪ m d ⋉
11061	t r ɑː n s f ɜː	t r ɑː n s f ɜː d	transfer	transferred	⋊ t ɹ ɑ n s f ə ⋉	⋊ t ɹ ɑ n s f ə d ⋉
