index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
1885	ɹ ɛ l ɪ g eɪ t	ɹ ɛ l ɪ g eɪ t ə d	relegate	relegated	⋊ ɹ ɛ l ɪ g e t ⋉	⋊ ɹ ɛ l ɪ g e t ɪ d ⋉
1886	s m aɪ t	s m oʊ t	smite	smote	⋊ s m a ɪ t ⋉	⋊ s m o t ⋉
1887	s n i z	s n i z d	sneeze	sneezed	⋊ s n i z ⋉	⋊ s n i z d ⋉
1888	t ɔɪ l	t ɔɪ l d	toil	toiled	⋊ t ɔ ɪ l ⋉	⋊ t ɔ ɪ l d ⋉
1889	t oʊ t ə l	t oʊ t ə l d	total	totalled	⋊ t o t ə l ⋉	⋊ t o t ə l d ⋉
1890	t w ɚ l	t w ɚ l d	twirl	twirled	⋊ t w ɛ ɹ l ⋉	⋊ t w ɛ ɹ l d ⋉
1891	k ə m p j u t ɚ aɪ z	k ə m p j u t ɚ aɪ z d	computerize	computerized	⋊ k ə m p j u t ɛ ɹ a ɪ z ⋉	⋊ k ə m p j u t ɛ ɹ a ɪ z d ⋉
1892	k a n	k a n d	con	conned	⋊ k a n ⋉	⋊ k a n d ⋉
1893	æ ŋ g ə l	æ ŋ g ə l d	angle	angled	⋊ ɑ ŋ g ə l ⋉	⋊ ɑ ŋ g ə l d ⋉
1894	s ɪ m ɛ n t	s ɪ m ɛ n t ə d	cement	cemented	⋊ s ɪ m ɛ n t ⋉	⋊ s ɪ m ɛ n t ɪ d ⋉
1895	s æ m p ə l	s æ m p ə l d	sample	sampled	⋊ s ɑ m p ə l ⋉	⋊ s ɑ m p ə l d ⋉
1896	w oʊ ɹ p	w oʊ ɹ p t	warp	warped	⋊ w o ɹ p ⋉	⋊ w o ɹ p t ⋉
1897	g ɹ aʊ n d	g ɹ aʊ n d ə d	ground	grounded	⋊ g ɹ a ʊ n d ⋉	⋊ g ɹ a ʊ n d ɪ d ⋉
1898	p aʊ t	p aʊ t ə d	pout	pouted	⋊ p a ʊ t ⋉	⋊ p a ʊ t ɪ d ⋉
1899	s k w a n d ɚ	s k w a n d ɚ d	squander	squandered	⋊ s k w a n d ɛ ɹ ⋉	⋊ s k w a n d ɛ ɹ d ⋉
1900	b ɛ d	b ɛ d ə d	bed	bedded	⋊ b ɛ d ⋉	⋊ b ɛ d ɪ d ⋉
1901	k ə m ɛ m ə ɹ eɪ t	k ə m ɛ m ə ɹ eɪ t ə d	commemorate	commemorated	⋊ k ə m ɛ m ə ɹ e t ⋉	⋊ k ə m ɛ m ə ɹ e t ɪ d ⋉
1902	ɪ k s t ɪ ŋ g w ɪ ʃ	ɪ k s t ɪ ŋ g w ɪ ʃ t	extinguish	extinguished	⋊ ɪ k s t ɪ ŋ g w ɪ ʃ ⋉	⋊ ɪ k s t ɪ ŋ g w ɪ ʃ t ⋉
1903	f l æ g	f l æ g d	flag	flagged	⋊ f l ɑ g ⋉	⋊ f l ɑ g d ⋉
1904	m i ɹ ɚ	m i ɹ ɚ d	mirror	mirrored	⋊ m i ɹ ɛ ɹ ⋉	⋊ m i ɹ ɛ ɹ d ⋉
1905	n ɛ s ə l	n ɛ s ə l d	nestle	nestled	⋊ n ɛ s ə l ⋉	⋊ n ɛ s ə l d ⋉
1906	p ɪ t	p ɪ t ə d	pit	pitted	⋊ p ɪ t ⋉	⋊ p ɪ t ɪ d ⋉
1907	k w i ɹ i	k w i ɹ i d	query	queried	⋊ k w i ɹ i ⋉	⋊ k w i ɹ i d ⋉
1908	ɹ ɪ b j u k	ɹ ɪ b j u k t	rebuke	rebuked	⋊ ɹ ɪ b j u k ⋉	⋊ ɹ ɪ b j u k t ⋉
1909	ɹ oʊ	ɹ oʊ d	row	rowed	⋊ ɹ o ⋉	⋊ ɹ o d ⋉
1910	s ɪ k ɹ i t	s ɪ k ɹ i t ə d	secrete	secreted	⋊ s ɪ k ɹ i t ⋉	⋊ s ɪ k ɹ i t ɪ d ⋉
1911	ʃ ʌ n	ʃ ʌ n d	shun	shunned	⋊ ʃ ʌ n ⋉	⋊ ʃ ʌ n d ⋉
1912	s k ɪ n	s k ɪ n d	skin	skinned	⋊ s k ɪ n ⋉	⋊ s k ɪ n d ⋉
1913	s ə b d u	s ə b d u d	subdue	subdued	⋊ s ə b d u ⋉	⋊ s ə b d u d ⋉
1914	t ɪ ŋ g ə l	t ɪ ŋ g ə l d	tingle	tingled	⋊ t ɪ ŋ g ə l ⋉	⋊ t ɪ ŋ g ə l d ⋉
1915	v i ɹ	v i ɹ d	veer	veered	⋊ v i ɹ ⋉	⋊ v i ɹ d ⋉
1916	t i ð	t i ð d	teethe	teethed	⋊ t i ð ⋉	⋊ t i ð d ⋉
1917	k eɪ b ə l	k eɪ b ə l d	cable	cabled	⋊ k e b ə l ⋉	⋊ k e b ə l d ⋉
1918	k oʊ ɹ n ɚ	k oʊ ɹ n ɚ d	corner	cornered	⋊ k o ɹ n ɛ ɹ ⋉	⋊ k o ɹ n ɛ ɹ d ⋉
1919	ɹ ɪ v oʊ l t	ɹ ɪ v oʊ l t ə d	revolt	revolted	⋊ ɹ ɪ v o l t ⋉	⋊ ɹ ɪ v o l t ɪ d ⋉
1920	b l a s ə m	b l a s ə m d	blossom	blossomed	⋊ b l a s ə m ⋉	⋊ b l a s ə m d ⋉
1921	b ɚ d ə n	b ɚ d ə n d	burden	burdened	⋊ b ɛ ɹ d ə n ⋉	⋊ b ɛ ɹ d ə n d ⋉
1922	b ʌ s t	b ʌ s t ə d	bust	busted	⋊ b ʌ s t ⋉	⋊ b ʌ s t ɪ d ⋉
1923	b ɪ z i	b ɪ z i d	busy	busied	⋊ b ɪ z i ⋉	⋊ b ɪ z i d ⋉
1924	k l æ ŋ	k l æ ŋ d	clang	clanged	⋊ k l ɑ ŋ ⋉	⋊ k l ɑ ŋ d ⋉
1925	k ɔɪ n	k ɔɪ n d	coin	coined	⋊ k ɔ ɪ n ⋉	⋊ k ɔ ɪ n d ⋉
1926	d ɪ m	d ɪ m d	dim	dimmed	⋊ d ɪ m ⋉	⋊ d ɪ m d ⋉
1927	d ɪ v aɪ n	d ɪ v aɪ n d	divine	divined	⋊ d ɪ v a ɪ n ⋉	⋊ d ɪ v a ɪ n d ⋉
1928	ɪ ɹ æ d ə k eɪ t	ɪ ɹ æ d ə k eɪ t ə d	eradicate	eradicated	⋊ ɪ ɹ ɑ d ə k e t ⋉	⋊ ɪ ɹ ɑ d ə k e t ɪ d ⋉
1929	f l ɪ t	f l ɪ t ə d	flit	flitted	⋊ f l ɪ t ⋉	⋊ f l ɪ t ɪ d ⋉
1930	h u t	h u t ə d	hoot	hooted	⋊ h u t ⋉	⋊ h u t ɪ d ⋉
1931	aɪ s	aɪ s t	ice	iced	⋊ a ɪ s ⋉	⋊ a ɪ s t ⋉
1932	ɪ m p ɛ l	ɪ m p ɛ l d	impel	impelled	⋊ ɪ m p ɛ l ⋉	⋊ ɪ m p ɛ l d ⋉
1933	ɪ m p l ɪ k eɪ t	ɪ m p l ɪ k eɪ t ə d	implicate	implicated	⋊ ɪ m p l ɪ k e t ⋉	⋊ ɪ m p l ɪ k e t ɪ d ⋉
1934	dʒ oʊ l t	dʒ oʊ l t ə d	jolt	jolted	⋊ d ʒ o l t ⋉	⋊ d ʒ o l t ɪ d ⋉
1935	m ɛ d ə l	m ɛ d ə l d	meddle	meddled	⋊ m ɛ d ə l ⋉	⋊ m ɛ d ə l d ⋉
1936	aʊ t l ɔ	aʊ t l ɔ d	outlaw	outlawed	⋊ a ʊ t l ɔ ⋉	⋊ a ʊ t l ɔ d ⋉
1937	p a ɹ tʃ	p a ɹ tʃ t	parch	parched	⋊ p a ɹ t ʃ ⋉	⋊ p a ɹ t ʃ t ⋉
1938	s k w ɚ t	s k w ɚ t ə d	squirt	squirted	⋊ s k w ɛ ɹ t ⋉	⋊ s k w ɛ ɹ t ɪ d ⋉
1939	s t æ m ɚ	s t æ m ɚ d	stammer	stammered	⋊ s t ɑ m ɛ ɹ ⋉	⋊ s t ɑ m ɛ ɹ d ⋉
1940	s t oʊ	s t oʊ d	stow	stowed	⋊ s t o ⋉	⋊ s t o d ⋉
1941	t ɪ ŋ k ə l	t ɪ ŋ k ə l d	tinkle	tinkled	⋊ t ɪ ŋ k ə l ⋉	⋊ t ɪ ŋ k ə l d ⋉
1942	f oʊ ɹ f ɪ t	f oʊ ɹ f ɪ t ə d	forfeit	forfeited	⋊ f o ɹ f ɪ t ⋉	⋊ f o ɹ f ɪ t ɪ d ⋉
1943	m ɛ k ə n aɪ z	m ɛ k ə n aɪ z d	mechanize	mechanized	⋊ m ɛ k ə n a ɪ z ⋉	⋊ m ɛ k ə n a ɪ z d ⋉
1944	s t ɹ ʌ t	s t ɹ ʌ t ə d	strut	strutted	⋊ s t ɹ ʌ t ⋉	⋊ s t ɹ ʌ t ɪ d ⋉
1945	f l a k	f l a k t	flock	flocked	⋊ f l a k ⋉	⋊ f l a k t ⋉
1946	oʊ ɹ i ə n t	oʊ ɹ i ə n t ə d	orient	oriented	⋊ o ɹ i ə n t ⋉	⋊ o ɹ i ə n t ɪ d ⋉
1947	tʃ aɪ m	tʃ aɪ m d	chime	chimed	⋊ t ʃ a ɪ m ⋉	⋊ t ʃ a ɪ m d ⋉
1948	k a n f ɪ s k eɪ t	k a n f ɪ s k eɪ t ə d	confiscate	confiscated	⋊ k a n f ɪ s k e t ⋉	⋊ k a n f ɪ s k e t ɪ d ⋉
1949	k ə n t oʊ ɹ t	k ə n t oʊ ɹ t ə d	contort	contorted	⋊ k ə n t o ɹ t ⋉	⋊ k ə n t o ɹ t ɪ d ⋉
1950	ɛ m ɪ g ɹ eɪ t	ɛ m ɪ g ɹ eɪ t ə d	emigrate	emigrated	⋊ ɛ m ɪ g ɹ e t ⋉	⋊ ɛ m ɪ g ɹ e t ɪ d ⋉
1951	ɪ n t ɹ æ n s	ɪ n t ɹ æ n s t	entrance	entranced	⋊ ɪ n t ɹ ɑ n s ⋉	⋊ ɪ n t ɹ ɑ n s t ⋉
1952	ɪ k s ɛ l	ɪ k s ɛ l d	excel	excelled	⋊ ɪ k s ɛ l ⋉	⋊ ɪ k s ɛ l d ⋉
1953	dʒ eɪ l	dʒ eɪ l d	jail	jailed	⋊ d ʒ e l ⋉	⋊ d ʒ e l d ⋉
1954	l ə m ɛ n t	l ə m ɛ n t ə d	lament	lamented	⋊ l ə m ɛ n t ⋉	⋊ l ə m ɛ n t ɪ d ⋉
1955	m oʊ ɹ	m oʊ ɹ d	moor	moored	⋊ m o ɹ ⋉	⋊ m o ɹ d ⋉
1956	p ɛ d ə l	p ɛ d ə l d	pedal	pedalled	⋊ p ɛ d ə l ⋉	⋊ p ɛ d ə l d ⋉
1957	p i n ə l aɪ z	p i n ə l aɪ z d	penalize	penalized	⋊ p i n ə l a ɪ z ⋉	⋊ p i n ə l a ɪ z d ⋉
1958	g a ɹ d ə n	g a ɹ d ə n d	garden	gardened	⋊ g a ɹ d ə n ⋉	⋊ g a ɹ d ə n d ⋉
1959	ɹ ɪ t ɹ æ k t	ɹ ɪ t ɹ æ k t ə d	retract	retracted	⋊ ɹ ɪ t ɹ ɑ k t ⋉	⋊ ɹ ɪ t ɹ ɑ k t ɪ d ⋉
1960	f l aʊ n d ɚ	f l aʊ n d ɚ d	flounder	floundered	⋊ f l a ʊ n d ɛ ɹ ⋉	⋊ f l a ʊ n d ɛ ɹ d ⋉
1961	θ ɔ	θ ɔ d	thaw	thawed	⋊ θ ɔ ⋉	⋊ θ ɔ d ⋉
1962	b ɪ s i dʒ	b ɪ s i dʒ d	besiege	besieged	⋊ b ɪ s i d ʒ ⋉	⋊ b ɪ s i d ʒ d ⋉
1963	b ɹ aʊ z	b ɹ aʊ z d	browse	browsed	⋊ b ɹ a ʊ z ⋉	⋊ b ɹ a ʊ z d ⋉
1964	k ɹ oʊ	k ɹ oʊ d	crow	crowed	⋊ k ɹ o ⋉	⋊ k ɹ o d ⋉
1965	f ɹ æ k tʃ ɚ	f ɹ æ k tʃ ɚ d	fracture	fractured	⋊ f ɹ ɑ k t ʃ ɛ ɹ ⋉	⋊ f ɹ ɑ k t ʃ ɛ ɹ d ⋉
1966	g æ g	g æ g d	gag	gagged	⋊ g ɑ g ⋉	⋊ g ɑ g d ⋉
1967	g ɚ g ə l	g ɚ g ə l d	gurgle	gurgled	⋊ g ɛ ɹ g ə l ⋉	⋊ g ɛ ɹ g ə l d ⋉
1968	g ʌ ʃ	g ʌ ʃ t	gush	gushed	⋊ g ʌ ʃ ⋉	⋊ g ʌ ʃ t ⋉
1969	aɪ d i ə l aɪ z	aɪ d i ə l aɪ z d	idealize	idealized	⋊ a ɪ d i ə l a ɪ z ⋉	⋊ a ɪ d i ə l a ɪ z d ⋉
1970	ɪ n d aɪ t	ɪ n d aɪ t ə d	indict	indicted	⋊ ɪ n d a ɪ t ⋉	⋊ ɪ n d a ɪ t ɪ d ⋉
1971	m i d i eɪ t	m i d i eɪ t ə d	mediate	mediated	⋊ m i d i e t ⋉	⋊ m i d i e t ɪ d ⋉
1972	p l eɪ k eɪ t	p l eɪ k eɪ t ə d	placate	placated	⋊ p l e k e t ⋉	⋊ p l e k e t ɪ d ⋉
1973	p j ʊ ɹ ɪ f aɪ	p j ʊ ɹ ɪ f aɪ d	purify	purified	⋊ p j ʊ ɹ ɪ f a ɪ ⋉	⋊ p j ʊ ɹ ɪ f a ɪ d ⋉
1974	t ɹ ə v ɚ s	t ɹ ə v ɚ s t	traverse	traversed	⋊ t ɹ ə v ɛ ɹ s ⋉	⋊ t ɹ ə v ɛ ɹ s t ⋉
1975	w ɪ l t	w ɪ l t ə d	wilt	wilted	⋊ w ɪ l t ⋉	⋊ w ɪ l t ɪ d ⋉
1976	p ɪ t i	p ɪ t i d	pity	pitied	⋊ p ɪ t i ⋉	⋊ p ɪ t i d ⋉
1977	n ɔ z i eɪ t	n ɔ z i eɪ t ə d	nauseate	nauseated	⋊ n ɔ z i e t ⋉	⋊ n ɔ z i e t ɪ d ⋉
1978	p ɪ k ɪ t	p ɪ k ɪ t ə d	picket	picketed	⋊ p ɪ k ɪ t ⋉	⋊ p ɪ k ɪ t ɪ d ⋉
1979	ɹ ʌ s t	ɹ ʌ s t ə d	rust	rusted	⋊ ɹ ʌ s t ⋉	⋊ ɹ ʌ s t ɪ d ⋉
1980	b ɹ æ n tʃ	b ɹ æ n tʃ t	branch	branched	⋊ b ɹ ɑ n t ʃ ⋉	⋊ b ɹ ɑ n t ʃ t ⋉
1981	d ɪ s t ɪ l	d ɪ s t ɪ l d	distil	distilled	⋊ d ɪ s t ɪ l ⋉	⋊ d ɪ s t ɪ l d ⋉
1982	ɛ tʃ	ɛ tʃ t	etch	etched	⋊ ɛ t ʃ ⋉	⋊ ɛ t ʃ t ⋉
1983	f aʊ l	f aʊ l d	foul	fouled	⋊ f a ʊ l ⋉	⋊ f a ʊ l d ⋉
1984	m ɔ l	m ɔ l d	maul	mauled	⋊ m ɔ l ⋉	⋊ m ɔ l d ⋉
1985	m ɪ s t ɪ f aɪ	m ɪ s t ɪ f aɪ d	mystify	mystified	⋊ m ɪ s t ɪ f a ɪ ⋉	⋊ m ɪ s t ɪ f a ɪ d ⋉
1986	p ɚ m i eɪ t	p ɚ m i eɪ t ə d	permeate	permeated	⋊ p ɛ ɹ m i e t ⋉	⋊ p ɛ ɹ m i e t ɪ d ⋉
1987	ɹ ɛ m ə d i	ɹ ɛ m ə d i d	remedy	remedied	⋊ ɹ ɛ m ə d i ⋉	⋊ ɹ ɛ m ə d i d ⋉
1988	s k ɹ æ b ə l	s k ɹ æ b ə l d	scrabble	scrabbled	⋊ s k ɹ ɑ b ə l ⋉	⋊ s k ɹ ɑ b ə l d ⋉
1989	s p u n	s p u n d	spoon	spooned	⋊ s p u n ⋉	⋊ s p u n d ⋉
1990	j u ɹ ɪ n eɪ t	j u ɹ ɪ n eɪ t ə d	urinate	urinated	⋊ j u ɹ ɪ n e t ⋉	⋊ j u ɹ ɪ n e t ɪ d ⋉
1991	m oʊ t ɚ	m oʊ t ɚ d	motor	motored	⋊ m o t ɛ ɹ ⋉	⋊ m o t ɛ ɹ d ⋉
1992	b ɹ æ n d	b ɹ æ n d ə d	brand	branded	⋊ b ɹ ɑ n d ⋉	⋊ b ɹ ɑ n d ɪ d ⋉
1993	k l a t	k l a t ə d	clot	clotted	⋊ k l a t ⋉	⋊ k l a t ɪ d ⋉
1994	t ɹ æ m p	t ɹ æ m p t	tramp	tramped	⋊ t ɹ ɑ m p ⋉	⋊ t ɹ ɑ m p t ⋉
1995	t ɹ ʌ n d ə l	t ɹ ʌ n d ə l d	trundle	trundled	⋊ t ɹ ʌ n d ə l ⋉	⋊ t ɹ ʌ n d ə l d ⋉
1996	b eɪ l	b eɪ l d	bail	bailed	⋊ b e l ⋉	⋊ b e l d ⋉
1997	k a ɹ t	k a ɹ t ə d	cart	carted	⋊ k a ɹ t ⋉	⋊ k a ɹ t ɪ d ⋉
1998	g l u	g l u d	glue	glued	⋊ g l u ⋉	⋊ g l u d ⋉
1999	h ɪ n dʒ	h ɪ n dʒ d	hinge	hinged	⋊ h ɪ n d ʒ ⋉	⋊ h ɪ n d ʒ d ⋉
2000	n i d	n i d ə d	knead	kneaded	⋊ n i d ⋉	⋊ n i d ɪ d ⋉
2001	ɹ ɪ p j u d i eɪ t	ɹ ɪ p j u d i eɪ t ə d	repudiate	repudiated	⋊ ɹ ɪ p j u d i e t ⋉	⋊ ɹ ɪ p j u d i e t ɪ d ⋉
2002	ʃ oʊ l d ɚ	ʃ oʊ l d ɚ d	shoulder	shouldered	⋊ ʃ o l d ɛ ɹ ⋉	⋊ ʃ o l d ɛ ɹ d ⋉
2003	t ɹ u p	t ɹ u p t	troop	trooped	⋊ t ɹ u p ⋉	⋊ t ɹ u p t ⋉
2004	eɪ ɹ	eɪ ɹ d	err	erred	⋊ e ɹ ⋉	⋊ e ɹ d ⋉
2005	ɪ n s t ɪ l	ɪ n s t ɪ l d	instil	instilled	⋊ ɪ n s t ɪ l ⋉	⋊ ɪ n s t ɪ l d ⋉
2006	g a l f	g a l f t	golf	golfed	⋊ g a l f ⋉	⋊ g a l f t ⋉
2007	s k æ m p ɚ	s k æ m p ɚ d	scamper	scampered	⋊ s k ɑ m p ɛ ɹ ⋉	⋊ s k ɑ m p ɛ ɹ d ⋉
2008	ə p ɹ oʊ p ɹ i eɪ t	ə p ɹ oʊ p ɹ i eɪ t ə d	appropriate	appropriated	⋊ ə p ɹ o p ɹ i e t ⋉	⋊ ə p ɹ o p ɹ i e t ɪ d ⋉
2009	f eɪ ɹ	f eɪ ɹ d	fare	fared	⋊ f e ɹ ⋉	⋊ f e ɹ d ⋉
2010	f ɚ m ɛ n t	f ɚ m ɛ n t ə d	ferment	fermented	⋊ f ɛ ɹ m ɛ n t ⋉	⋊ f ɛ ɹ m ɛ n t ɪ d ⋉
2011	f ɹ eɪ	f ɹ eɪ d	fray	frayed	⋊ f ɹ e ⋉	⋊ f ɹ e d ⋉
2012	ɪ n t ɚ s p ɚ s	ɪ n t ɚ s p ɚ s t	intersperse	interspersed	⋊ ɪ n t ɛ ɹ s p ɛ ɹ s ⋉	⋊ ɪ n t ɛ ɹ s p ɛ ɹ s t ⋉
2013	l oʊ	l oʊ d	low	lowed	⋊ l o ⋉	⋊ l o d ⋉
2014	p ɛ g	p ɛ g d	peg	pegged	⋊ p ɛ g ⋉	⋊ p ɛ g d ⋉
2015	s aɪ z	s aɪ z d	size	sized	⋊ s a ɪ z ⋉	⋊ s a ɪ z d ⋉
2016	b oʊ l s t ɚ	b oʊ l s t ɚ d	bolster	bolstered	⋊ b o l s t ɛ ɹ ⋉	⋊ b o l s t ɛ ɹ d ⋉
2017	b ɔɪ k a t	b ɔɪ k a t ə d	boycott	boycotted	⋊ b ɔ ɪ k a t ⋉	⋊ b ɔ ɪ k a t ɪ d ⋉
2018	l ɔɪ t ɚ	l ɔɪ t ɚ d	loiter	loitered	⋊ l ɔ ɪ t ɛ ɹ ⋉	⋊ l ɔ ɪ t ɛ ɹ d ⋉
2019	l ʌ l	l ʌ l d	lull	lulled	⋊ l ʌ l ⋉	⋊ l ʌ l d ⋉
2020	s t ɹ æ d ə l	s t ɹ æ d ə l d	straddle	straddled	⋊ s t ɹ ɑ d ə l ⋉	⋊ s t ɹ ɑ d ə l d ⋉
2021	ʌ n dʒ u l eɪ t	ʌ n dʒ u l eɪ t ə d	undulate	undulated	⋊ ʌ n d ʒ u l e t ⋉	⋊ ʌ n d ʒ u l e t ɪ d ⋉
2022	b ɹ eɪ d	b ɹ eɪ d ə d	braid	braided	⋊ b ɹ e d ⋉	⋊ b ɹ e d ɪ d ⋉
2023	d æ m p	d æ m p t	damp	damped	⋊ d ɑ m p ⋉	⋊ d ɑ m p t ⋉
2024	f l ɔ n t	f l ɔ n t ə d	flaunt	flaunted	⋊ f l ɔ n t ⋉	⋊ f l ɔ n t ɪ d ⋉
2025	m ʌ ð ɚ	m ʌ ð ɚ d	mother	mothered	⋊ m ʌ ð ɛ ɹ ⋉	⋊ m ʌ ð ɛ ɹ d ⋉
2026	p eɪ ɹ	p eɪ ɹ d	pair	paired	⋊ p e ɹ ⋉	⋊ p e ɹ d ⋉
2027	p ɚ v ɚ t	p ɚ v ɚ t ə d	pervert	perverted	⋊ p ɛ ɹ v ɛ ɹ t ⋉	⋊ p ɛ ɹ v ɛ ɹ t ɪ d ⋉
2028	p a k ɪ t	p a k ɪ t ə d	pocket	pocketed	⋊ p a k ɪ t ⋉	⋊ p a k ɪ t ɪ d ⋉
2029	ɹ u m ɚ	ɹ u m ɚ d	rumour	rumoured	⋊ ɹ u m ɛ ɹ ⋉	⋊ ɹ u m ɛ ɹ d ⋉
2030	s aɪ t	s aɪ t ə d	sight	sighted	⋊ s a ɪ t ⋉	⋊ s a ɪ t ɪ d ⋉
2031	s l æ n t	s l æ n t ə d	slant	slanted	⋊ s l ɑ n t ⋉	⋊ s l ɑ n t ɪ d ⋉
2032	s l a p	s l a p t	slop	slopped	⋊ s l a p ⋉	⋊ s l a p t ⋉
2033	s p æ t ɚ	s p æ t ɚ d	spatter	spattered	⋊ s p ɑ t ɛ ɹ ⋉	⋊ s p ɑ t ɛ ɹ d ⋉
2034	t eɪ ɹ ə ɹ aɪ z	t eɪ ɹ ə ɹ aɪ z d	terrorize	terrorized	⋊ t e ɹ ə ɹ a ɪ z ⋉	⋊ t e ɹ ə ɹ a ɪ z d ⋉
2035	k ʌ l	k ʌ l d	cull	culled	⋊ k ʌ l ⋉	⋊ k ʌ l d ⋉
2036	p oʊ l ə ɹ aɪ z	p oʊ l ə ɹ aɪ z d	polarize	polarized	⋊ p o l ə ɹ a ɪ z ⋉	⋊ p o l ə ɹ a ɪ z d ⋉
2037	l oʊ k ə l aɪ z	l oʊ k ə l aɪ z d	localize	localized	⋊ l o k ə l a ɪ z ⋉	⋊ l o k ə l a ɪ z d ⋉
2038	θ ɹ ɛ ʃ	θ ɹ ɛ ʃ t	thresh	threshed	⋊ θ ɹ ɛ ʃ ⋉	⋊ θ ɹ ɛ ʃ t ⋉
2039	t ɪ n dʒ	t ɪ n dʒ d	tinge	tinged	⋊ t ɪ n d ʒ ⋉	⋊ t ɪ n d ʒ d ⋉
2040	v ɛ t	v ɛ t ə d	vet	vetted	⋊ v ɛ t ⋉	⋊ v ɛ t ɪ d ⋉
2041	b ɹ ɪ m	b ɹ ɪ m d	brim	brimmed	⋊ b ɹ ɪ m ⋉	⋊ b ɹ ɪ m d ⋉
2042	b ʊ tʃ ɚ	b ʊ tʃ ɚ d	butcher	butchered	⋊ b ʊ t ʃ ɛ ɹ ⋉	⋊ b ʊ t ʃ ɛ ɹ d ⋉
2043	tʃ a ɹ	tʃ a ɹ d	char	charred	⋊ t ʃ a ɹ ⋉	⋊ t ʃ a ɹ d ⋉
2044	ɪ m b ɪ t ɚ	ɪ m b ɪ t ɚ d	embitter	embittered	⋊ ɪ m b ɪ t ɛ ɹ ⋉	⋊ ɪ m b ɪ t ɛ ɹ d ⋉
2045	f oʊ ɹ k	f oʊ ɹ k t	fork	forked	⋊ f o ɹ k ⋉	⋊ f o ɹ k t ⋉
2046	f oʊ ɹ m ə l aɪ z	f oʊ ɹ m ə l aɪ z d	formalize	formalized	⋊ f o ɹ m ə l a ɪ z ⋉	⋊ f o ɹ m ə l a ɪ z d ⋉
2047	f ɹ ɪ k w ɛ n t	f ɹ ɪ k w ɛ n t ə d	frequent	frequented	⋊ f ɹ ɪ k w ɛ n t ⋉	⋊ f ɹ ɪ k w ɛ n t ɪ d ⋉
2048	ɪ n s t ə t u t	ɪ n s t ə t u t ə d	institute	instituted	⋊ ɪ n s t ə t u t ⋉	⋊ ɪ n s t ə t u t ɪ d ⋉
2049	l ɛ v i	l ɛ v i d	levy	levied	⋊ l ɛ v i ⋉	⋊ l ɛ v i d ⋉
2050	s p ɹ ɪ n t	s p ɹ ɪ n t ə d	sprint	sprinted	⋊ s p ɹ ɪ n t ⋉	⋊ s p ɹ ɪ n t ɪ d ⋉
2051	s t ʌ m p	s t ʌ m p t	stump	stumped	⋊ s t ʌ m p ⋉	⋊ s t ʌ m p t ⋉
2052	s w i t ə n	s w i t ə n d	sweeten	sweetened	⋊ s w i t ə n ⋉	⋊ s w i t ə n d ⋉
2053	j u s ɚ p	j u s ɚ p t	usurp	usurped	⋊ j u s ɛ ɹ p ⋉	⋊ j u s ɛ ɹ p t ⋉
2054	v eɪ k eɪ t	v eɪ k eɪ t ə d	vacate	vacated	⋊ v e k e t ⋉	⋊ v e k e t ɪ d ⋉
2055	s k eɪ t	s k eɪ t ə d	skate	skated	⋊ s k e t ⋉	⋊ s k e t ɪ d ⋉
2056	s t i l	s t i l d	steel	steeled	⋊ s t i l ⋉	⋊ s t i l d ⋉
2057	w a f t	w a f t ə d	waft	wafted	⋊ w a f t ⋉	⋊ w a f t ɪ d ⋉
2058	b a m b a ɹ d	b a m b a ɹ d ə d	bombard	bombarded	⋊ b a m b a ɹ d ⋉	⋊ b a m b a ɹ d ɪ d ⋉
2059	d ɛ l ɪ g eɪ t	d ɛ l ɪ g eɪ t ə d	delegate	delegated	⋊ d ɛ l ɪ g e t ⋉	⋊ d ɛ l ɪ g e t ɪ d ⋉
2060	æ m b ʊ ʃ	æ m b ʊ ʃ t	ambush	ambushed	⋊ ɑ m b ʊ ʃ ⋉	⋊ ɑ m b ʊ ʃ t ⋉
2061	d ɪ s ɛ m ɪ n eɪ t	d ɪ s ɛ m ɪ n eɪ t ə d	disseminate	disseminated	⋊ d ɪ s ɛ m ɪ n e t ⋉	⋊ d ɪ s ɛ m ɪ n e t ɪ d ⋉
2062	ɪ n l aɪ v ə n	ɪ n l aɪ v ə n d	enliven	enlivened	⋊ ɪ n l a ɪ v ə n ⋉	⋊ ɪ n l a ɪ v ə n d ⋉
2063	f ɛ ð ɚ	f ɛ ð ɚ d	feather	feathered	⋊ f ɛ ð ɛ ɹ ⋉	⋊ f ɛ ð ɛ ɹ d ⋉
2064	f l eɪ l	f l eɪ l d	flail	flailed	⋊ f l e l ⋉	⋊ f l e l d ⋉
2065	g æ s	g æ s t	gas	gassed	⋊ g ɑ s ⋉	⋊ g ɑ s t ⋉
2066	g l oʊ ɹ ɪ f aɪ	g l oʊ ɹ ɪ f aɪ d	glorify	glorified	⋊ g l o ɹ ɪ f a ɪ ⋉	⋊ g l o ɹ ɪ f a ɪ d ⋉
2067	ɪ n k ɹ ɪ m ɪ n eɪ t	ɪ n k ɹ ɪ m ɪ n eɪ t ə d	incriminate	incriminated	⋊ ɪ n k ɹ ɪ m ɪ n e t ⋉	⋊ ɪ n k ɹ ɪ m ɪ n e t ɪ d ⋉
