index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
45664	yː b ə r z oi̯ ə r n	yː b ə r z oi̯ ə r t	übersäuern	übersäuert	⋊ yː b ə r z o i ə r n ⋉	⋊ yː b ə r z o i ə r t ⋉
45717	ai̯ n t r yː b ə n	ai̯ n g ə t r yː p t	eintrüben	eingetrübt	⋊ a i n t r yː b ə n ⋉	⋊ a i n g ə t r yː p t ⋉
45718	f l ɛ k t iː r ə n	f l ɛ k t iː r t	flektieren	flektiert	⋊ f l ɛ k t iː r ə n ⋉	⋊ f l ɛ k t iː r t ⋉
45719	h iː n yː b ə r ʃ p iː l ə n	h iː n yː b ə r g ə ʃ p iː l t	hinüberspielen	hinübergespielt	⋊ h iː n yː b ə r ʃ p iː l ə n ⋉	⋊ h iː n yː b ə r g ə ʃ p iː l t ⋉
45734	a n f a ŋ ə n	a n g ə f a ŋ ə n	anfangen	angefangen	⋊ a n f a ŋ ə n ⋉	⋊ a n g ə f a ŋ ə n ⋉
45738	ʃ ɪ k ə n	g ə ʃ ɪ k t	schicken	geschickt	⋊ ʃ ɪ k ə n ⋉	⋊ g ə ʃ ɪ k t ⋉
45747	r aː n m ʏ s ə n	r aː n g ə m ʊ s t	ranmüssen	rangemusst	⋊ r aː n m ʏ s ə n ⋉	⋊ r aː n g ə m ʊ s t ⋉
45867	a n h au̯ ə n	a n g ə h au̯ ə n	anhauen	angehauen	⋊ a n h a u ə n ⋉	⋊ a n g ə h a u ə n ⋉
45932	b ai̯ s ə n	g ə b ɪ s ə n	beissen	gebissen	⋊ b a i s ə n ⋉	⋊ g ə b ɪ s ə n ⋉
45933	g r ai̯ f ə n	g ə g r ɪ f ə n	greifen	gegriffen	⋊ g r a i f ə n ⋉	⋊ g ə g r ɪ f ə n ⋉
45952	f oː r v ɛ r t s g eː ə n	f oː r v ɛ r t s g ə g a ŋ ə n	vorwärtsgehen	vorwärtsgegangen	⋊ f oː r v ɛ r t s g eː ə n ⋉	⋊ f oː r v ɛ r t s g ə g a ŋ ə n ⋉
46053	f r ɛ m d ə n	g ə f r ɛ m d ə t	fremden	gefremdet	⋊ f r ɛ m d ə n ⋉	⋊ g ə f r ɛ m d ə t ⋉
46123	p au̯ ʃ aː l iː r ə n	p au̯ ʃ aː l iː r t	pauschalieren	pauschaliert	⋊ p a u ʃ aː l iː r ə n ⋉	⋊ p a u ʃ aː l iː r t ⋉
46127	f ɛ r b ɛ l ə n	f ɛ r b ɛ l t	verbellen	verbellt	⋊ f ɛ r b ɛ l ə n ⋉	⋊ f ɛ r b ɛ l t ⋉
46172	n aː x ts ɛː l ə n	n aː x g ə ts ɛː l t	nachzaehlen	nachgezaehlt	⋊ n aː x ts ɛː l ə n ⋉	⋊ n aː x g ə ts ɛː l t ⋉
46254	k oː a l iː r ə n	k oː a l iː r t	koalieren	koaliert	⋊ k oː a l iː r ə n ⋉	⋊ k oː a l iː r t ⋉
46278	a n a t eː m a t iː z iː r ə n	a n a t eː m a t iː z iː r t	anathematisieren	anathematisiert	⋊ a n a t eː m a t iː z iː r ə n ⋉	⋊ a n a t eː m a t iː z iː r t ⋉
46303	f ɛ r b ʏ r g ə r l ɪ x ə n	f ɛ r b ʏ r g ə r l ɪ ç t	verbürgerlichen	verbürgerlicht	⋊ f ɛ r b ʏ r g ə r l ɪ x ə n ⋉	⋊ f ɛ r b ʏ r g ə r l ɪ ç t ⋉
46305	ts uː r eː d ə n	ts uː g ə r eː d ə t	zureden	zugeredet	⋊ ts uː r eː d ə n ⋉	⋊ ts uː g ə r eː d ə t ⋉
46306	d ʊ r ç d r ɪ ŋ ə n	d ʊ r ç g ə d r ʊ ŋ ə n	durchdringen	durchgedrungen	⋊ d ʊ r ç d r ɪ ŋ ə n ⋉	⋊ d ʊ r ç g ə d r ʊ ŋ ə n ⋉
46320	ɪ n t ə r n a ts iː oː n aː l iː z iː r ə n	ɪ n t ə r n a ts iː oː n aː l iː z iː r t	internationalisieren	internationalisiert	⋊ ɪ n t ə r n a ts iː oː n aː l iː z iː r ə n ⋉	⋊ ɪ n t ə r n a ts iː oː n aː l iː z iː r t ⋉
46388	f ɛ r z a x l ɪ x ə n	f ɛ r z a x l ɪ ç t	versachlichen	versachlicht	⋊ f ɛ r z a x l ɪ x ə n ⋉	⋊ f ɛ r z a x l ɪ ç t ⋉
46393	ʊ m f a s ə n	ʊ m g ə f a s t	umfassen	umgefasst	⋊ ʊ m f a s ə n ⋉	⋊ ʊ m g ə f a s t ⋉
46424	b ə f iː d ə r n	b ə f iː d ə r t	befiedern	befiedert	⋊ b ə f iː d ə r n ⋉	⋊ b ə f iː d ə r t ⋉
46439	d aː b ai̯ b l ai̯ b ə n	d aː b ai̯ g ə b l iː b ə n	dabeibleiben	dabeigeblieben	⋊ d aː b a i b l a i b ə n ⋉	⋊ d aː b a i g ə b l iː b ə n ⋉
46452	ɪ n ə h aː b ə n	ɪ n ə g ə h aː p t	innehaben	innegehabt	⋊ ɪ n ə h aː b ə n ⋉	⋊ ɪ n ə g ə h aː p t ⋉
46458	au̯ f k l ɪ ŋ k ə n	au̯ f g ə k l ɪ ŋ k t	aufklinken	aufgeklinkt	⋊ a u f k l ɪ ŋ k ə n ⋉	⋊ a u f g ə k l ɪ ŋ k t ⋉
46484	m a k s iː m iː r ə n	m a k s iː m iː r t	maximieren	maximiert	⋊ m a k s iː m iː r ə n ⋉	⋊ m a k s iː m iː r t ⋉
46500	ɛ r ɛ r b ə n	ɛ r ɛ r p t	ererben	ererbt	⋊ ɛ r ɛ r b ə n ⋉	⋊ ɛ r ɛ r p t ⋉
46506	ʃ t a m ə r n	g ə ʃ t a m ə r t	stammern	gestammert	⋊ ʃ t a m ə r n ⋉	⋊ g ə ʃ t a m ə r t ⋉
46545	b ə z eː ə n	b ə z eː ə n	besehen	besehen	⋊ b ə z eː ə n ⋉	⋊ b ə z eː ə n ⋉
46586	b ə m a s t ə n	b ə m a s t ə t	bemasten	bemastet	⋊ b ə m a s t ə n ⋉	⋊ b ə m a s t ə t ⋉
46599	g l ɪ m ə r n	g ə g l ɪ m ə r t	glimmern	geglimmert	⋊ g l ɪ m ə r n ⋉	⋊ g ə g l ɪ m ə r t ⋉
46617	ai̯ n h a n d ə l n	ai̯ n g ə h a n d ə l t	einhandeln	eingehandelt	⋊ a i n h a n d ə l n ⋉	⋊ a i n g ə h a n d ə l t ⋉
46675	f a x z ɪ m p ə l n	g ə f a x z ɪ m p ə l t	fachsimpeln	gefachsimpelt	⋊ f a x z ɪ m p ə l n ⋉	⋊ g ə f a x z ɪ m p ə l t ⋉
46683	ai̯ n ʃ t r aː l ə n	ai̯ n g ə ʃ t r aː l t	einstrahlen	eingestrahlt	⋊ a i n ʃ t r aː l ə n ⋉	⋊ a i n g ə ʃ t r aː l t ⋉
46686	r eː s t iː t uː iː r ə n	r eː s t iː t uː iː r t	restituieren	restituiert	⋊ r eː s t iː t uː iː r ə n ⋉	⋊ r eː s t iː t uː iː r t ⋉
46734	ʊ n t ə r ʃ r ai̯ t ə n	ʊ n t ə r ʃ r ɪ t ə n	unterschreiten	unterschritten	⋊ ʊ n t ə r ʃ r a i t ə n ⋉	⋊ ʊ n t ə r ʃ r ɪ t ə n ⋉
46757	a p f yː l ə n	a p g ə f yː l t	abfühlen	abgefühlt	⋊ a p f yː l ə n ⋉	⋊ a p g ə f yː l t ⋉
46766	au̯ f ʃ t au̯ ə n	au̯ f g ə ʃ t au̯ t	aufstauen	aufgestaut	⋊ a u f ʃ t a u ə n ⋉	⋊ a u f g ə ʃ t a u t ⋉
46790	ʃ l uː d ə r n	g ə ʃ l uː d ə r t	schludern	geschludert	⋊ ʃ l uː d ə r n ⋉	⋊ g ə ʃ l uː d ə r t ⋉
46827	au̯ s ʃ l ɛ m ə n	au̯ s g ə ʃ l ɛ m t	ausschlämmen	ausgeschlämmt	⋊ a u s ʃ l ɛ m ə n ⋉	⋊ a u s g ə ʃ l ɛ m t ⋉
46919	d ʊ r ç z uː x ə n	d ʊ r ç z uː x t	durchsuchen	durchsucht	⋊ d ʊ r ç z uː x ə n ⋉	⋊ d ʊ r ç z uː x t ⋉
46970	m ɪ s b ə h aː g ə n	m ɪ s b ə h aː k t	missbehagen	missbehagt	⋊ m ɪ s b ə h aː g ə n ⋉	⋊ m ɪ s b ə h aː k t ⋉
47020	au̯ s l au̯ t ə n	au̯ s g ə l au̯ t ə t	auslauten	ausgelautet	⋊ a u s l a u t ə n ⋉	⋊ a u s g ə l a u t ə t ⋉
47052	a n ʃ p ai̯ ə n	a n g ə ʃ p iː n	anspeien	angespien	⋊ a n ʃ p a i ə n ⋉	⋊ a n g ə ʃ p iː n ⋉
47103	yː b ə r f l yː g ə l n	yː b ə r f l yː g ə l t	überflügeln	überflügelt	⋊ yː b ə r f l yː g ə l n ⋉	⋊ yː b ə r f l yː g ə l t ⋉
47110	b ə h ɛ k s ə n	b ə h ɛ k s t	behexen	behext	⋊ b ə h ɛ k s ə n ⋉	⋊ b ə h ɛ k s t ⋉
47135	f ɛ r h ai̯ m l ɪ x ə n	f ɛ r h ai̯ m l ɪ ç t	verheimlichen	verheimlicht	⋊ f ɛ r h a i m l ɪ x ə n ⋉	⋊ f ɛ r h a i m l ɪ ç t ⋉
47180	k r øː n ə n	g ə k r øː n t	krönen	gekrönt	⋊ k r øː n ə n ⋉	⋊ g ə k r øː n t ⋉
47183	ʊ m p r ɛː g ə n	ʊ m g ə p r ɛː k t	umprägen	umgeprägt	⋊ ʊ m p r ɛː g ə n ⋉	⋊ ʊ m g ə p r ɛː k t ⋉
47244	au̯ f j au̯ x ts ə n	au̯ f g ə j au̯ x ts t	aufjauchzen	aufgejauchzt	⋊ a u f j a u x ts ə n ⋉	⋊ a u f g ə j a u x ts t ⋉
47277	r oː d ə l n	g ə r oː d ə l t	rodeln	gerodelt	⋊ r oː d ə l n ⋉	⋊ g ə r oː d ə l t ⋉
47335	ts iː p ə n	g ə ts iː p t	ziepen	geziept	⋊ ts iː p ə n ⋉	⋊ g ə ts iː p t ⋉
47344	ts ɛ r t r ɛ m p ə l n	ts ɛ r t r ɛ m p ə l t	zertrampeln	zertrampelt	⋊ ts ɛ r t r ɛ m p ə l n ⋉	⋊ ts ɛ r t r ɛ m p ə l t ⋉
47401	ʃ ɛ n d ə n	g ə ʃ ɛ n d ə t	schänden	geschändet	⋊ ʃ ɛ n d ə n ⋉	⋊ g ə ʃ ɛ n d ə t ⋉
47413	a s ɪ s t iː r ə n	a s ɪ s t iː r t	assistieren	assistiert	⋊ a s ɪ s t iː r ə n ⋉	⋊ a s ɪ s t iː r t ⋉
47444	ɛ ts ə n	g ə ɛ ts t	ätzen	geätzt	⋊ ɛ ts ə n ⋉	⋊ g ə ɛ ts t ⋉
47542	b l ɪ k ə n	g ə b l ɪ k t	blicken	geblickt	⋊ b l ɪ k ə n ⋉	⋊ g ə b l ɪ k t ⋉
47554	yː b ə r ʃ t r a p a ts iː r ə n	yː b ə r ʃ t r a p a ts iː r t	überstrapazieren	überstrapaziert	⋊ yː b ə r ʃ t r a p a ts iː r ə n ⋉	⋊ yː b ə r ʃ t r a p a ts iː r t ⋉
47585	f ɛ r ʃ r oː t ə n	f ɛ r ʃ r oː t ə t	verschroten	verschrotet	⋊ f ɛ r ʃ r oː t ə n ⋉	⋊ f ɛ r ʃ r oː t ə t ⋉
47624	au̯ s m aː l ə n	au̯ s g ə m aː l t	ausmalen	ausgemalt	⋊ a u s m aː l ə n ⋉	⋊ a u s g ə m aː l t ⋉
47654	au̯ s r ai̯ f ə n	au̯ s g ə r ai̯ f t	ausreifen	ausgereift	⋊ a u s r a i f ə n ⋉	⋊ a u s g ə r a i f t ⋉
47663	a p n ʊ ts ə n	a p g ə n ʊ ts t	abnutzen	abgenutzt	⋊ a p n ʊ ts ə n ⋉	⋊ a p g ə n ʊ ts t ⋉
47676	g l oː r iː f iː ts iː r ə n	g l oː r iː f iː ts iː r t	glorifizieren	glorifiziert	⋊ g l oː r iː f iː ts iː r ə n ⋉	⋊ g l oː r iː f iː ts iː r t ⋉
47679	ts uː z ai̯ n	ts uː g ə v eː z ə n	zusein	zugewesen	⋊ ts uː z a i n ⋉	⋊ ts uː g ə v eː z ə n ⋉
47691	au̯ f b r ɪ ŋ ə n	au̯ f g ə b r a x t	aufbringen	aufgebracht	⋊ a u f b r ɪ ŋ ə n ⋉	⋊ a u f g ə b r a x t ⋉
47720	ɛ r l eː z ə n	ɛ r l eː z ə n	erlesen	erlesen	⋊ ɛ r l eː z ə n ⋉	⋊ ɛ r l eː z ə n ⋉
47737	z au̯ z ə n	g ə z au̯ s t	sausen	gesaust	⋊ z a u z ə n ⋉	⋊ g ə z a u s t ⋉
47752	ts uː r ʏ k f r aː g ə n	ts uː r ʏ k g ə f r aː k t	zurückfragen	zurückgefragt	⋊ ts uː r ʏ k f r aː g ə n ⋉	⋊ ts uː r ʏ k g ə f r aː k t ⋉
47764	oi̯ r oː p ɛː iː z iː r ə n	oi̯ r oː p ɛː iː z iː r t	europäisieren	europäisiert	⋊ o i r oː p ɛː iː z iː r ə n ⋉	⋊ o i r oː p ɛː iː z iː r t ⋉
47768	h ɪ n au̯ s ts øː g ə r n	h ɪ n au̯ s g ə ts øː g ə r t	hinauszögern	hinausgezögert	⋊ h ɪ n a u s ts øː g ə r n ⋉	⋊ h ɪ n a u s g ə ts øː g ə r t ⋉
47781	ʊ m v eː ə n	ʊ m v eː t	umwehen	umweht	⋊ ʊ m v eː ə n ⋉	⋊ ʊ m v eː t ⋉
47785	ɛ r b eː t ə n	ɛ r b eː t ə t	erbeten	erbetet	⋊ ɛ r b eː t ə n ⋉	⋊ ɛ r b eː t ə t ⋉
47791	ai̯ n k r ai̯ z ə n	ai̯ n g ə k r ai̯ s t	einkreisen	eingekreist	⋊ a i n k r a i z ə n ⋉	⋊ a i n g ə k r a i s t ⋉
47797	f oː r au̯ s b ə d ɪ ŋ ə n	f oː r au̯ s b ə d ɪ ŋ t	vorausbedingen	vorausbedingt	⋊ f oː r a u s b ə d ɪ ŋ ə n ⋉	⋊ f oː r a u s b ə d ɪ ŋ t ⋉
47825	a p h a l t ə n	a p g ə h a l t ə n	abhalten	abgehalten	⋊ a p h a l t ə n ⋉	⋊ a p g ə h a l t ə n ⋉
47829	k ɪ t ə n	g ə k ɪ t ə t	kitten	gekittet	⋊ k ɪ t ə n ⋉	⋊ g ə k ɪ t ə t ⋉
47850	ʃ t r øː m ə n	g ə ʃ t r øː m t	strömen	geströmt	⋊ ʃ t r øː m ə n ⋉	⋊ g ə ʃ t r øː m t ⋉
47895	f ɛ r k l a m ə r n	f ɛ r k l a m ə r t	verklammern	verklammert	⋊ f ɛ r k l a m ə r n ⋉	⋊ f ɛ r k l a m ə r t ⋉
47909	ɛ n t l eː r ə n	ɛ n t l eː r t	entleeren	entleert	⋊ ɛ n t l eː r ə n ⋉	⋊ ɛ n t l eː r t ⋉
47990	h ɪ n z eː ə n	h ɪ n g ə z eː n	hinsehen	hingesehn	⋊ h ɪ n z eː ə n ⋉	⋊ h ɪ n g ə z eː n ⋉
48014	n aː ə l iː g ə n	n aː ə g ə l eː g ə n	naheliegen	nahegelegen	⋊ n aː ə l iː g ə n ⋉	⋊ n aː ə g ə l eː g ə n ⋉
48019	l ai̯ s t ə n	g ə l ai̯ s t ə t	leisten	geleistet	⋊ l a i s t ə n ⋉	⋊ g ə l a i s t ə t ⋉
48053	ʃ a r iː r ə n	ʃ a r iː r t	scharrieren	scharriert	⋊ ʃ a r iː r ə n ⋉	⋊ ʃ a r iː r t ⋉
48059	f ɛ r n a r ə n	f ɛ r n a r t	vernarren	vernarrt	⋊ f ɛ r n a r ə n ⋉	⋊ f ɛ r n a r t ⋉
48075	d ʊ r ç h ɛ l f ə n	d ʊ r ç g ə h ɔ l f ə n	durchhelfen	durchgeholfen	⋊ d ʊ r ç h ɛ l f ə n ⋉	⋊ d ʊ r ç g ə h ɔ l f ə n ⋉
48113	d ʊ r ç b r ɛ x ə n	d ʊ r ç g ə b r ɔ x ə n	durchbrechen	durchgebrochen	⋊ d ʊ r ç b r ɛ x ə n ⋉	⋊ d ʊ r ç g ə b r ɔ x ə n ⋉
48118	f oː r r ɛ x n ə n	f oː r g ə r ɛ x n ə t	vorrechnen	vorgerechnet	⋊ f oː r r ɛ x n ə n ⋉	⋊ f oː r g ə r ɛ x n ə t ⋉
48182	v aː r ə n	g ə v aː r t	wahren	gewahrt	⋊ v aː r ə n ⋉	⋊ g ə v aː r t ⋉
48206	f ɛ r r ɔ t ə n	f ɛ r r ɔ t ə t	verrotten	verrottet	⋊ f ɛ r r ɔ t ə n ⋉	⋊ f ɛ r r ɔ t ə t ⋉
48214	f au̯ x ə n	g ə f au̯ x t	fauchen	gefaucht	⋊ f a u x ə n ⋉	⋊ g ə f a u x t ⋉
48215	f ɛ r k v a l m ə n	f ɛ r k v a l m t	verqualmen	verqualmt	⋊ f ɛ r k v a l m ə n ⋉	⋊ f ɛ r k v a l m t ⋉
48318	f ɛ r a p r eː d ə n	f ɛ r a p r eː d ə t	verabreden	verabredet	⋊ f ɛ r a p r eː d ə n ⋉	⋊ f ɛ r a p r eː d ə t ⋉
48364	a p z ɛː g ə n	a p g ə z ɛː k t	absägen	abgesägt	⋊ a p z ɛː g ə n ⋉	⋊ a p g ə z ɛː k t ⋉
48394	ʃ t au̯ n ə n	g ə ʃ t au̯ n t	staunen	gestaunt	⋊ ʃ t a u n ə n ⋉	⋊ g ə ʃ t a u n t ⋉
48399	au̯ s m uː g ə l n	au̯ s g ə m uː g ə l t	ausmugeln	ausgemugelt	⋊ a u s m uː g ə l n ⋉	⋊ a u s g ə m uː g ə l t ⋉
48446	a n r ɛ n ə n	a n g ə r a n t	anrennen	angerannt	⋊ a n r ɛ n ə n ⋉	⋊ a n g ə r a n t ⋉
48556	f ɛ r ʊ l k ə n	f ɛ r ʊ l k t	verulken	verulkt	⋊ f ɛ r ʊ l k ə n ⋉	⋊ f ɛ r ʊ l k t ⋉
48570	au̯ s ʃ l a x t ə n	au̯ s g ə ʃ l a x t ə t	ausschlachten	ausgeschlachtet	⋊ a u s ʃ l a x t ə n ⋉	⋊ a u s g ə ʃ l a x t ə t ⋉
48572	v ʊ r s t ə n	g ə v ʊ r s t ə t	wursten	gewurstet	⋊ v ʊ r s t ə n ⋉	⋊ g ə v ʊ r s t ə t ⋉
48575	p r ɛ s ə n	g ə p r ɛ s t	pressen	gepresst	⋊ p r ɛ s ə n ⋉	⋊ g ə p r ɛ s t ⋉
48603	ts ʏ n d ə n	g ə ts ʏ n d ə t	zünden	gezündet	⋊ ts ʏ n d ə n ⋉	⋊ g ə ts ʏ n d ə t ⋉
48611	au̯ f v iː g ə n	au̯ f g ə v oː g ə n	aufwiegen	aufgewogen	⋊ a u f v iː g ə n ⋉	⋊ a u f g ə v oː g ə n ⋉
48635	t r yː b ə n	g ə t r yː p t	trüben	getrübt	⋊ t r yː b ə n ⋉	⋊ g ə t r yː p t ⋉
48638	d eː n ə n	g ə d eː n t	dehnen	gedehnt	⋊ d eː n ə n ⋉	⋊ g ə d eː n t ⋉
48679	au̯ s f ɔ r m uː l iː r ə n	au̯ s f ɔ r m uː l iː r t	ausformulieren	ausformuliert	⋊ a u s f ɔ r m uː l iː r ə n ⋉	⋊ a u s f ɔ r m uː l iː r t ⋉
48690	ɛ n t b l ɛ t ə r n	ɛ n t b l ɛ t ə r t	entblättern	entblättert	⋊ ɛ n t b l ɛ t ə r n ⋉	⋊ ɛ n t b l ɛ t ə r t ⋉
48698	ɛ n t a m t ə n	ɛ n t a m t ə t	entamten	entamtet	⋊ ɛ n t a m t ə n ⋉	⋊ ɛ n t a m t ə t ⋉
48699	b iː t ə n	g ə b oː t ə n	bieten	geboten	⋊ b iː t ə n ⋉	⋊ g ə b oː t ə n ⋉
48729	f ɛ r p ʊ f ə n	f ɛ r p ʊ f t	verpuffen	verpufft	⋊ f ɛ r p ʊ f ə n ⋉	⋊ f ɛ r p ʊ f t ⋉
48748	au̯ s l ɛ r n ə n	au̯ s g ə l ɛ r n t	auslernen	ausgelernt	⋊ a u s l ɛ r n ə n ⋉	⋊ a u s g ə l ɛ r n t ⋉
48749	d aː r b iː t ə n	d aː r g ə b oː t ə n	darbieten	dargeboten	⋊ d aː r b iː t ə n ⋉	⋊ d aː r g ə b oː t ə n ⋉
48784	a n l aː g ə r n	a n g ə l aː g ə r t	anlagern	angelagert	⋊ a n l aː g ə r n ⋉	⋊ a n g ə l aː g ə r t ⋉
48785	m aː s r eː g ə l n	g ə m aː s r eː g ə l t	massregeln	gemassregelt	⋊ m aː s r eː g ə l n ⋉	⋊ g ə m aː s r eː g ə l t ⋉
48898	a n ʃ m iː r ə n	a n g ə ʃ m iː r t	anschmieren	angeschmiert	⋊ a n ʃ m iː r ə n ⋉	⋊ a n g ə ʃ m iː r t ⋉
48927	au̯ f z a m ə l n	au̯ f g ə z a m ə l t	aufsammeln	aufgesammelt	⋊ a u f z a m ə l n ⋉	⋊ a u f g ə z a m ə l t ⋉
48938	r ʊ m h ɛ ŋ ə n	r ʊ m g ə h a ŋ ə n	rumhängen	rumgehangen	⋊ r ʊ m h ɛ ŋ ə n ⋉	⋊ r ʊ m g ə h a ŋ ə n ⋉
48946	ʃ l ɛ m ə n	g ə ʃ l ɛ m t	schlämmen	geschlämmt	⋊ ʃ l ɛ m ə n ⋉	⋊ g ə ʃ l ɛ m t ⋉
48951	ai̯ n f ɛ r l ai̯ b ə n	ai̯ n f ɛ r l ai̯ p t	einverleiben	einverleibt	⋊ a i n f ɛ r l a i b ə n ⋉	⋊ a i n f ɛ r l a i p t ⋉
48957	s k ɔ n t iː r ə n	s k ɔ n t iː r t	skontieren	skontiert	⋊ s k ɔ n t iː r ə n ⋉	⋊ s k ɔ n t iː r t ⋉
49003	au̯ s r ɔ t ə n	au̯ s g ə r ɔ t ə t	ausrotten	ausgerottet	⋊ a u s r ɔ t ə n ⋉	⋊ a u s g ə r ɔ t ə t ⋉
49012	f ɛ r g r aː b ə n	f ɛ r g r aː b ə n	vergraben	vergraben	⋊ f ɛ r g r aː b ə n ⋉	⋊ f ɛ r g r aː b ə n ⋉
49044	r ʏ k f ɛ r z ɪ x ə r n	r ʏ k f ɛ r z ɪ x ə r t	rückversichern	rückversichert	⋊ r ʏ k f ɛ r z ɪ x ə r n ⋉	⋊ r ʏ k f ɛ r z ɪ x ə r t ⋉
49160	f yː g ə n	g ə f yː k t	fügen	gefügt	⋊ f yː g ə n ⋉	⋊ g ə f yː k t ⋉
49183	p r oː p oː n iː r ə n	p r oː p oː n iː r t	proponieren	proponiert	⋊ p r oː p oː n iː r ə n ⋉	⋊ p r oː p oː n iː r t ⋉
49185	m uː z iː ts iː r ə n	m uː z iː ts iː r t	musizieren	musiziert	⋊ m uː z iː ts iː r ə n ⋉	⋊ m uː z iː ts iː r t ⋉
49241	k r a ŋ k f ai̯ ə r n	k r a ŋ k g ə f ai̯ ə r t	krankfeiern	krankgefeiert	⋊ k r a ŋ k f a i ə r n ⋉	⋊ k r a ŋ k g ə f a i ə r t ⋉
49373	d a h ɪ n t ə r ʃ t ɛ k ə n	d aː h ɪ n t ə r g ə ʃ t ɛ k t	dahinterstecken	dahintergesteckt	⋊ d a h ɪ n t ə r ʃ t ɛ k ə n ⋉	⋊ d aː h ɪ n t ə r g ə ʃ t ɛ k t ⋉
49376	f oː r k eː r ə n	f oː r g ə k eː r t	vorkehren	vorgekehrt	⋊ f oː r k eː r ə n ⋉	⋊ f oː r g ə k eː r t ⋉
49393	ai̯ n v iː g ə n	ai̯ n g ə v iː k t	einwiegen	eingewiegt	⋊ a i n v iː g ə n ⋉	⋊ a i n g ə v iː k t ⋉
49406	f l øː ə n	g ə f l øː t	flöhen	geflöht	⋊ f l øː ə n ⋉	⋊ g ə f l øː t ⋉
49427	au̯ f p r oː b iː r ə n	au̯ f p r oː b iː r t	aufprobieren	aufprobiert	⋊ a u f p r oː b iː r ə n ⋉	⋊ a u f p r oː b iː r t ⋉
49445	f ɛ r ʃ ɪ m ə l n	f ɛ r ʃ ɪ m ə l t	verschimmeln	verschimmelt	⋊ f ɛ r ʃ ɪ m ə l n ⋉	⋊ f ɛ r ʃ ɪ m ə l t ⋉
49463	a n p ɪ ŋ k ə l n	a n g ə p ɪ ŋ k ə l t	anpinkeln	angepinkelt	⋊ a n p ɪ ŋ k ə l n ⋉	⋊ a n g ə p ɪ ŋ k ə l t ⋉
49472	h a n d ə l n	g ə h a n d ə l t	handeln	gehandelt	⋊ h a n d ə l n ⋉	⋊ g ə h a n d ə l t ⋉
49480	ɛ r ts v ɪ ŋ ə n	ɛ r ts v ʊ ŋ ə n	erzwingen	erzwungen	⋊ ɛ r ts v ɪ ŋ ə n ⋉	⋊ ɛ r ts v ʊ ŋ ə n ⋉
49488	au̯ s b ʏ k s ə n	au̯ s g ə b ʏ k s t	ausbüx-en	ausgebüx-t	⋊ a u s b ʏ k s ə n ⋉	⋊ a u s g ə b ʏ k s t ⋉
49517	ɪ n d ɛ m n iː z iː r ə n	ɪ n d ɛ m n iː z iː r t	indemnisieren	indemnisiert	⋊ ɪ n d ɛ m n iː z iː r ə n ⋉	⋊ ɪ n d ɛ m n iː z iː r t ⋉
49566	pf r ɔ pf ə n	g ə pf r ɔ pf t	pfropfen	gepfropft	⋊ pf r ɔ pf ə n ⋉	⋊ g ə pf r ɔ pf t ⋉
49568	f ɛ r p a x t ə n	f ɛ r p a x t ə t	verpachten	verpachtet	⋊ f ɛ r p a x t ə n ⋉	⋊ f ɛ r p a x t ə t ⋉
49569	s k oː r ə n	g ə s k oː r t	skoren	geskort	⋊ s k oː r ə n ⋉	⋊ g ə s k oː r t ⋉
49593	a n l au̯ f ə n	a n g ə l au̯ f ə n	anlaufen	angelaufen	⋊ a n l a u f ə n ⋉	⋊ a n g ə l a u f ə n ⋉
49730	au̯ s p r ɛː g ə n	au̯ s g ə p r ɛː k t	ausprägen	ausgeprägt	⋊ a u s p r ɛː g ə n ⋉	⋊ a u s g ə p r ɛː k t ⋉
49795	k n a t ə r n	g ə k n a t ə r t	knattern	geknattert	⋊ k n a t ə r n ⋉	⋊ g ə k n a t ə r t ⋉
49801	au̯ s z ɛ n d ə n	au̯ s g ə z ɛ n d ə t	aussenden	ausgesendet	⋊ a u s z ɛ n d ə n ⋉	⋊ a u s g ə z ɛ n d ə t ⋉
49824	au̯ f b r oː d ə l n	au̯ f g ə b r oː d ə l t	aufbrodeln	aufgebrodelt	⋊ a u f b r oː d ə l n ⋉	⋊ a u f g ə b r oː d ə l t ⋉
49843	ai̯ n ɪ m pf ə n	ai̯ n g ə ɪ m pf t	einimpfen	eingeimpft	⋊ a i n ɪ m pf ə n ⋉	⋊ a i n g ə ɪ m pf t ⋉
49871	ɛ n t ts au̯ b ə r n	ɛ n t ts au̯ b ə r t	entzaubern	entzaubert	⋊ ɛ n t ts a u b ə r n ⋉	⋊ ɛ n t ts a u b ə r t ⋉
49886	f ɔ r t ʃ ɪ k ə n	f ɔ r t g ə ʃ ɪ k t	fortschicken	fortgeschickt	⋊ f ɔ r t ʃ ɪ k ə n ⋉	⋊ f ɔ r t g ə ʃ ɪ k t ⋉
49908	au̯ s h ɛ l f ə n	au̯ s g ə h ɔ l f ə n	aushelfen	ausgeholfen	⋊ a u s h ɛ l f ə n ⋉	⋊ a u s g ə h ɔ l f ə n ⋉
49914	t iː g ə r n	g ə t iː g ə r t	tigern	getigert	⋊ t iː g ə r n ⋉	⋊ g ə t iː g ə r t ⋉
