n ɛ s ə l	n ɛ s ə l d	V;PST;	nestle	nestled
p aʊ t	p aʊ t ɨ d	V;PST;	pout	pouted
p ɪ t	p ɪ t ɨ d	V;PST;	pit	pitted
ɹ oʊ	ɹ oʊ d	V;PST;	row	rowed
ɹ ɪ b j u k	ɹ ɪ b j u k t	V;PST;	rebuke	rebuked
s æ m p ə l	s æ m p ə l d	V;PST;	sample	sampled
s ə b d u	s ə b d u d	V;PST;	subdue	subdued
s ɪ k ɹ i t	s ɪ k ɹ i t ɨ d	V;PST;	secrete	secreted
s ɪ m ɛ n t	s ɪ m ɛ n t ɨ d	V;PST;	cement	cemented
s k ɪ n	s k ɪ n d	V;PST;	skin	skinned
s k w a n d ɚ	s k w a n d ɚ d	V;PST;	squander	squandered
ʃ ʌ n	ʃ ʌ n d	V;PST;	shun	shunned
t ɪ ŋ g ə l	t ɪ ŋ g ə l d	V;PST;	tingle	tingled
v i ɹ	v i ɹ d	V;PST;	veer	veered
ʌ p ɹ u t	ʌ p ɹ u t ɨ d	V;PST;	uproot	uprooted
w oʊ ɹ p	w oʊ ɹ p t	V;PST;	warp	warped
aɪ s	aɪ s t	V;PST;	ice	iced
aʊ t l ɔ	aʊ t l ɔ d	V;PST;	outlaw	outlawed
i l ɔ ŋ g eɪ t	i l ɔ ŋ g eɪ t ɨ d	V;PST;	elongate	elongated
ɪ m p l ɪ k eɪ t	ɪ m p l ɪ k eɪ t ɨ d	V;PST;	implicate	implicated
b ɝ d ə n	b ɝ d ə n d	V;PST;	burden	burdened
b ɝ oʊ	b ɝ oʊ d	V;PST;	burrow	burrowed
b ɪ z i	b ɪ z i d	V;PST;	busy	busied
b ʌ s t	b ʌ s t ɨ d	V;PST;	bust	busted
b l a s ə m	b l a s ə m d	V;PST;	blossom	blossomed
d ɪ m	d ɪ m d	V;PST;	dim	dimmed
d ɪ p oʊ ɹ t	d ɪ p oʊ ɹ t ɨ d	V;PST;	deport	deported
d ɪ v aɪ n	d ɪ v aɪ n d	V;PST;	divine	divined
dʒ oʊ l t	dʒ oʊ l t ɨ d	V;PST;	jolt	jolted
f oʊ ɹ ɪ dʒ	f oʊ ɹ ɪ dʒ d	V;PST;	forage	foraged
f l ɪ t	f l ɪ t ɨ d	V;PST;	flit	flitted
h u t	h u t ɨ d	V;PST;	hoot	hooted
ɪ m p ɛ l	ɪ m p ɛ l d	V;PST;	impel	impelled
ɪ ɹ æ d ə k eɪ t	ɪ ɹ æ d ə k eɪ t ɨ d	V;PST;	eradicate	eradicated
k eɪ b ə l	k eɪ b ə l d	V;PST;	cable	cabled
k oʊ ɹ ə l eɪ t	k oʊ ɹ ə l eɪ t ɨ d	V;PST;	correlate	correlated
k oʊ ɹ n ɚ	k oʊ ɹ n ɚ d	V;PST;	corner	cornered
k ɔɪ n	k ɔɪ n d	V;PST;	coin	coined
k a n d ɪ s ɛ n d	k a n d ɪ s ɛ n d ɨ d	V;PST;	condescend	condescended
k æ s t ɹ eɪ t	k æ s t ɹ eɪ t ɨ d	V;PST;	castrate	castrated
k l æ ŋ	k l æ ŋ d	V;PST;	clang	clanged
m ɛ d ə l	m ɛ d ə l d	V;PST;	meddle	meddled
p a ɹ d ə n	p a ɹ d ə n d	V;PST;	pardon	pardoned
p a ɹ tʃ	p a ɹ tʃ t	V;PST;	parch	parched
ɹ ɪ v oʊ l t	ɹ ɪ v oʊ l t ɨ d	V;PST;	revolt	revolted
s ɚ p æ s	s ɚ p æ s t	V;PST;	surpass	surpassed
s k w ɝ t	s k w ɝ t ɨ d	V;PST;	squirt	squirted
s t æ m ɚ	s t æ m ɚ d	V;PST;	stammer	stammered
s t oʊ	s t oʊ d	V;PST;	stow	stowed
t i ð	t i ð d	V;PST;	teethe	teethed
t ɪ ŋ k ə l	t ɪ ŋ k ə l d	V;PST;	tinkle	tinkled
w aɪ t w ɔ ʃ	w aɪ t w ɔ ʃ t	V;PST;	whitewash	whitewashed
ɛ m ɪ g ɹ eɪ t	ɛ m ɪ g ɹ eɪ t ɨ d	V;PST;	emigrate	emigrated
oʊ ɹ i ə n t	oʊ ɹ i ə n t ɨ d	V;PST;	orient	oriented
d æ m p ə n	d æ m p ə n d	V;PST;	dampen	dampened
dʒ eɪ l	dʒ eɪ l d	V;PST;	jail	jailed
f oʊ ɹ f ɪ t	f oʊ ɹ f ɪ t ɨ d	V;PST;	forfeit	forfeited
f l a k	f l a k t	V;PST;	flock	flocked
ɪ k s ɛ l	ɪ k s ɛ l d	V;PST;	excel	excelled
ɪ n t ɹ æ n s	ɪ n t ɹ æ n s t	V;PST;	entrance	entranced
k a n f ɪ s k eɪ t	k a n f ɪ s k eɪ t ɨ d	V;PST;	confiscate	confiscated
k ə n t oʊ ɹ t	k ə n t oʊ ɹ t ɨ d	V;PST;	contort	contorted
l ə m ɛ n t	l ə m ɛ n t ɨ d	V;PST;	lament	lamented
m ɛ k ə n aɪ z	m ɛ k ə n aɪ z d	V;PST;	mechanize	mechanized
m oʊ ɹ	m oʊ ɹ d	V;PST;	moor	moored
p ɛ d ə l	p ɛ d ə l d	V;PST;	pedal	pedalled
p i n ə l aɪ z	p i n ə l aɪ z d	V;PST;	penalize	penalized
p ɹ oʊ t ɹ æ k t	p ɹ oʊ t ɹ æ k t ɨ d	V;PST;	protract	protracted
s t eɪ ɹ i oʊ t aɪ p	s t eɪ ɹ i oʊ t aɪ p t	V;PST;	stereotype	stereotyped
s t ɹ ʌ t	s t ɹ ʌ t ɨ d	V;PST;	strut	strutted
tʃ aɪ m	tʃ aɪ m d	V;PST;	chime	chimed
aɪ d i ə l aɪ z	aɪ d i ə l aɪ z d	V;PST;	idealize	idealized
b ɪ s i dʒ	b ɪ s i dʒ d	V;PST;	besiege	besieged
b ɹ aʊ z	b ɹ aʊ z d	V;PST;	browse	browsed
f l aʊ n d ɚ	f l aʊ n d ɚ d	V;PST;	flounder	floundered
f ɹ æ k tʃ ɚ	f ɹ æ k tʃ ɚ d	V;PST;	fracture	fractured
g a ɹ d ə n	g a ɹ d ə n d	V;PST;	garden	gardened
g æ g	g æ g d	V;PST;	gag	gagged
g ɝ g ə l	g ɝ g ə l d	V;PST;	gurgle	gurgled
g ʌ ʃ	g ʌ ʃ t	V;PST;	gush	gushed
ɪ k s p aʊ n d	ɪ k s p aʊ n d ɨ d	V;PST;	expound	expounded
ɪ n d aɪ t	ɪ n d aɪ t ɨ d	V;PST;	indict	indicted
k ɹ oʊ	k ɹ oʊ d	V;PST;	crow	crowed
m i d i eɪ t	m i d i eɪ t ɨ d	V;PST;	mediate	mediated
p j ʊ ɹ ɪ f aɪ	p j ʊ ɹ ɪ f aɪ d	V;PST;	purify	purified
p l eɪ k eɪ t	p l eɪ k eɪ t ɨ d	V;PST;	placate	placated
ɹ æ v ɪ dʒ	ɹ æ v ɪ dʒ d	V;PST;	ravage	ravaged
ɹ i l eɪ	ɹ i l eɪ d	V;PST;	relay	relayed
ɹ ɪ t ɹ æ k t	ɹ ɪ t ɹ æ k t ɨ d	V;PST;	retract	retracted
t ɹ ə v ɝ s	t ɹ ə v ɝ s t	V;PST;	traverse	traversed
w ɪ l t	w ɪ l t ɨ d	V;PST;	wilt	wilted
θ ɔ	θ ɔ d	V;PST;	thaw	thawed
ɛ tʃ	ɛ tʃ t	V;PST;	etch	etched
b ɹ æ n tʃ	b ɹ æ n tʃ t	V;PST;	branch	branched
d i dʒ ɛ n ɚ eɪ t	d i dʒ ɛ n ɚ eɪ t ɨ d	V;PST;	degenerate	degenerated
d ɪ s t ɪ l	d ɪ s t ɪ l d	V;PST;	distil	distilled
ə l aɪ t	ə l aɪ t ɨ d	V;PST;	alight	alighted
f aʊ l	f aʊ l d	V;PST;	foul	fouled
j u ɹ ɪ n eɪ t	j u ɹ ɪ n eɪ t ɨ d	V;PST;	urinate	urinated
m ɪ s t ɪ f aɪ	m ɪ s t ɪ f aɪ d	V;PST;	mystify	mystified
m ɔ l	m ɔ l d	V;PST;	maul	mauled
n ɔ z i eɪ t	n ɔ z i eɪ t ɨ d	V;PST;	nauseate	nauseated
oʊ v ɚ ɹ aɪ d	oʊ v ɚ ɹ oʊ d	V;PST;	override	overrode
p ɝ m i eɪ t	p ɝ m i eɪ t ɨ d	V;PST;	permeate	permeated
p ɪ k ɪ t	p ɪ k ɪ t ɨ d	V;PST;	picket	picketed
p ɪ t i	p ɪ t i d	V;PST;	pity	pitied
p ɹ i s ə p oʊ z	p ɹ i s ə p oʊ z d	V;PST;	presuppose	presupposed
ɹ ɛ m ə d i	ɹ ɛ m ə d i d	V;PST;	remedy	remedied
ɹ ʌ s t	ɹ ʌ s t ɨ d	V;PST;	rust	rusted
s ɚ m aʊ n t	s ɚ m aʊ n t ɨ d	V;PST;	surmount	surmounted
s k ɹ æ b ə l	s k ɹ æ b ə l d	V;PST;	scrabble	scrabbled
s p u n	s p u n d	V;PST;	spoon	spooned
b eɪ l	b eɪ l d	V;PST;	bail	bailed
b ɹ æ n d	b ɹ æ n d ɨ d	V;PST;	brand	branded
g l u	g l u d	V;PST;	glue	glued
h ɪ n dʒ	h ɪ n dʒ d	V;PST;	hinge	hinged
k a ɹ t	k a ɹ t ɨ d	V;PST;	cart	carted
k l a t	k l a t ɨ d	V;PST;	clot	clotted
m oʊ t ɚ	m oʊ t ɚ d	V;PST;	motor	motored
n i d	n i d ɨ d	V;PST;	knead	kneaded
oʊ v ɚ ʃ æ d oʊ	oʊ v ɚ ʃ æ d oʊ d	V;PST;	overshadow	overshadowed
ɹ i d ɪ s t ɹ ɪ b j u t	ɹ i d ɪ s t ɹ ɪ b j u t ɨ d	V;PST;	redistribute	redistributed
ɹ i l ɪ v	ɹ i l ɪ v d	V;PST;	relive	relived
ɹ ɪ p i l	ɹ ɪ p i l d	V;PST;	repeal	repealed
ɹ ɪ p j u d i eɪ t	ɹ ɪ p j u d i eɪ t ɨ d	V;PST;	repudiate	repudiated
ʃ oʊ l d ɚ	ʃ oʊ l d ɚ d	V;PST;	shoulder	shouldered
t ɹ æ m p	t ɹ æ m p t	V;PST;	tramp	tramped
t ɹ u p	t ɹ u p t	V;PST;	troop	trooped
t ɹ ʌ n d ə l	t ɹ ʌ n d ə l d	V;PST;	trundle	trundled
ʌ n v eɪ l	ʌ n v eɪ l d	V;PST;	unveil	unveiled
w a l oʊ	w a l oʊ d	V;PST;	wallow	wallowed
eɪ ɹ	eɪ ɹ d	V;PST;	err	erred
æ p ɹ ɪ h ɛ n d	æ p ɹ ɪ h ɛ n d ɨ d	V;PST;	apprehend	apprehended
d ɪ s aɪ f ɚ	d ɪ s aɪ f ɚ d	V;PST;	decipher	deciphered
d ɪ s ə p ɔɪ n t	d ɪ s ə p ɔɪ n t ɨ d	V;PST;	disappoint	disappointed
ə p ɹ oʊ p ɹ i eɪ t	ə p ɹ oʊ p ɹ i eɪ t ɨ d	V;PST;	appropriate	appropriated
f eɪ ɹ	f eɪ ɹ d	V;PST;	fare	fared
f ɚ m ɛ n t	f ɚ m ɛ n t ɨ d	V;PST;	ferment	fermented
f ɹ eɪ	f ɹ eɪ d	V;PST;	fray	frayed
g a l f	g a l f t	V;PST;	golf	golfed
ɪ l æ p s	ɪ l æ p s t	V;PST;	elapse	elapsed
ɪ n s t ɪ l	ɪ n s t ɪ l d	V;PST;	instil	instilled
ɪ n t ɚ s p ɝ s	ɪ n t ɚ s p ɝ s t	V;PST;	intersperse	interspersed
k ə n f aʊ n d	k ə n f aʊ n d ɨ d	V;PST;	confound	confounded
l oʊ	l oʊ d	V;PST;	low	lowed
p ɛ g	p ɛ g d	V;PST;	peg	pegged
s ɪ n θ ə s aɪ z	s ɪ n θ ə s aɪ z d	V;PST;	synthesize	synthesized
s k æ m p ɚ	s k æ m p ɚ d	V;PST;	scamper	scampered
t ɹ æ n s p l æ n t	t ɹ æ n s p l æ n t ɨ d	V;PST;	transplant	transplanted
ʌ n dʒ u l eɪ t	ʌ n dʒ u l eɪ t ɨ d	V;PST;	undulate	undulated
b oʊ l s t ɚ	b oʊ l s t ɚ d	V;PST;	bolster	bolstered
b ɔɪ k a t	b ɔɪ k a t ɨ d	V;PST;	boycott	boycotted
b ɹ eɪ d	b ɹ eɪ d ɨ d	V;PST;	braid	braided
d æ m p	d æ m p t	V;PST;	damp	damped
ə s eɪ l	ə s eɪ l d	V;PST;	assail	assailed
f l ɔ n t	f l ɔ n t ɨ d	V;PST;	flaunt	flaunted
k oʊ ɹ ə g eɪ t	k oʊ ɹ ə g eɪ t ɨ d	V;PST;	corrugate	corrugated
k ə m j u t	k ə m j u t ɨ d	V;PST;	commute	commuted
l ɔɪ t ɚ	l ɔɪ t ɚ d	V;PST;	loiter	loitered
l ʌ l	l ʌ l d	V;PST;	lull	lulled
m ʌ ð ɚ	m ʌ ð ɚ d	V;PST;	mother	mothered
p a k ɪ t	p a k ɪ t ɨ d	V;PST;	pocket	pocketed
p eɪ ɹ	p eɪ ɹ d	V;PST;	pair	paired
p ɚ v ɝ t	p ɚ v ɝ t ɨ d	V;PST;	pervert	perverted
ɹ u m ɚ	ɹ u m ɚ d	V;PST;	rumour	rumoured
ɹ ɛ k ə l ɛ k t	ɹ ɛ k ə l ɛ k t ɨ d	V;PST;	recollect	recollected
ɹ i d ɹ ɛ s	ɹ i d ɹ ɛ s t	V;PST;	redress	redressed
s aɪ t	s aɪ t ɨ d	V;PST;	sight	sighted
s aɪ z	s aɪ z d	V;PST;	size	sized
s l a p	s l a p t	V;PST;	slop	slopped
s l æ n t	s l æ n t ɨ d	V;PST;	slant	slanted
s p æ t ɚ	s p æ t ɚ d	V;PST;	spatter	spattered
s t ɹ æ d ə l	s t ɹ æ d ə l d	V;PST;	straddle	straddled
t eɪ ɹ ə ɹ aɪ z	t eɪ ɹ ə ɹ aɪ z d	V;PST;	terrorize	terrorized
ɪ n s t ə t u t	ɪ n s t ə t u t ɨ d	V;PST;	institute	instituted
b ʊ tʃ ɚ	b ʊ tʃ ɚ d	V;PST;	butcher	butchered
b ɹ eɪ n w ɔ ʃ	b ɹ eɪ n w ɔ ʃ t	V;PST;	brainwash	brainwashed
b ɹ ɪ m	b ɹ ɪ m d	V;PST;	brim	brimmed
d i s ɛ n t ɹ ə l aɪ z	d i s ɛ n t ɹ ə l aɪ z d	V;PST;	decentralize	decentralized
d ɪ f j u z	d ɪ f j u z d	V;PST;	diffuse	diffused
d ɪ s g ɹ eɪ s	d ɪ s g ɹ eɪ s t	V;PST;	disgrace	disgraced
f oʊ ɹ k	f oʊ ɹ k t	V;PST;	fork	forked
f oʊ ɹ m ə l aɪ z	f oʊ ɹ m ə l aɪ z d	V;PST;	formalize	formalized
f ɹ ɪ k w ɛ n t	f ɹ ɪ k w ɛ n t ɨ d	V;PST;	frequent	frequented
ɪ m b ɪ t ɚ	ɪ m b ɪ t ɚ d	V;PST;	embitter	embittered
ɪ m p aʊ ɚ	ɪ m p aʊ ɚ d	V;PST;	empower	empowered
j u s ɝ p	j u s ɝ p t	V;PST;	usurp	usurped
k ʌ l	k ʌ l d	V;PST;	cull	culled
l ɛ v i	l ɛ v i d	V;PST;	levy	levied
l oʊ k ə l aɪ z	l oʊ k ə l aɪ z d	V;PST;	localize	localized
p oʊ l ə ɹ aɪ z	p oʊ l ə ɹ aɪ z d	V;PST;	polarize	polarized
p ɹ oʊ l ɪ f ɚ eɪ t	p ɹ oʊ l ɪ f ɚ eɪ t ɨ d	V;PST;	proliferate	proliferated
ɹ i s ɚ tʃ	ɹ i s ɚ tʃ t	V;PST;	research	researched
ɹ i ə f ɝ m	ɹ i ə f ɝ m d	V;PST;	reaffirm	reaffirmed
s p ɹ ɪ n t	s p ɹ ɪ n t ɨ d	V;PST;	sprint	sprinted
s t ʌ m p	s t ʌ m p t	V;PST;	stump	stumped
s w i t ə n	s w i t ə n d	V;PST;	sweeten	sweetened
t ɪ n dʒ	t ɪ n dʒ d	V;PST;	tinge	tinged
tʃ a ɹ	tʃ a ɹ d	V;PST;	char	charred
v ɛ t	v ɛ t ɨ d	V;PST;	vet	vetted
ʌ n ɹ oʊ l	ʌ n ɹ oʊ l d	V;PST;	unroll	unrolled
θ ɹ ɛ ʃ	θ ɹ ɛ ʃ t	V;PST;	thresh	threshed
æ m b ʊ ʃ	æ m b ʊ ʃ t	V;PST;	ambush	ambushed
b a m b a ɹ d	b a m b a ɹ d ɨ d	V;PST;	bombard	bombarded
d ɛ l ɪ g eɪ t	d ɛ l ɪ g eɪ t ɨ d	V;PST;	delegate	delegated
d ɪ s ɛ m ɪ n eɪ t	d ɪ s ɛ m ɪ n eɪ t ɨ d	V;PST;	disseminate	disseminated
f ɛ ð ɚ	f ɛ ð ɚ d	V;PST;	feather	feathered
f ə l eɪ	f ə l eɪ d	V;PST;	fillet	filleted
f l eɪ l	f l eɪ l d	V;PST;	flail	flailed
g æ s	g æ s t	V;PST;	gas	gassed
g l oʊ ɹ ɪ f aɪ	g l oʊ ɹ ɪ f aɪ d	V;PST;	glorify	glorified
ɪ n k ɹ ɪ m ɪ n eɪ t	ɪ n k ɹ ɪ m ɪ n eɪ t ɨ d	V;PST;	incriminate	incriminated
ɪ n l aɪ t ə n	ɪ n l aɪ t ə n d	V;PST;	enlighten	enlightened
ɪ n l aɪ v ə n	ɪ n l aɪ v ə n d	V;PST;	enliven	enlivened
ɪ n t ɚ t w aɪ n	ɪ n t ɚ t w aɪ n d	V;PST;	intertwine	intertwined
j æ ŋ k	j æ ŋ k t	V;PST;	yank	yanked
l ɛ dʒ ɪ s l eɪ t	l ɛ dʒ ɪ s l eɪ t ɨ d	V;PST;	legislate	legislated
m a d ə ɹ eɪ t	m a d ə ɹ eɪ t ɨ d	V;PST;	moderate	moderated
m eɪ m	m eɪ m d	V;PST;	maim	maimed
oʊ v ɚ ɛ s t ɪ m eɪ t	oʊ v ɚ ɛ s t ɪ m eɪ t ɨ d	V;PST;	overestimate	overestimated
p ɚ p oʊ ɹ t	p ɚ p oʊ ɹ t ɨ d	V;PST;	purport	purported
p l ʌ m p	p l ʌ m p t	V;PST;	plump	plumped
s k eɪ t	s k eɪ t ɨ d	V;PST;	skate	skated
s t i l	s t i l d	V;PST;	steel	steeled
t ɹ ɪ k	t ɹ ɪ k t	V;PST;	trick	tricked
v eɪ k eɪ t	v eɪ k eɪ t ɨ d	V;PST;	vacate	vacated
w a f t	w a f t ɨ d	V;PST;	waft	wafted
w i z	w i z d	V;PST;	wheeze	wheezed
ɔ	ɔ d	V;PST;	awe	awed
b ɪ l	b ɪ l d	V;PST;	bill	billed
b ʌ dʒ	b ʌ dʒ d	V;PST;	budge	budged
b ʌ t ɚ	b ʌ t ɚ d	V;PST;	butter	buttered
b ɪ l ɪ t ə l	b ɪ l ɪ t ə l d	V;PST;	belittle	belittled
d ɪ s p ɹ u v	d ɪ s p ɹ u v d	V;PST;	disprove	disproved
d ɪ s w eɪ d	d ɪ s w eɪ d ɨ d	V;PST;	dissuade	dissuaded
d w oʊ ɹ f	d w oʊ ɹ f t	V;PST;	dwarf	dwarfed
dʒ a t	dʒ a t ɨ d	V;PST;	jot	jotted
dʒ ɪ ŋ g ə l	dʒ ɪ ŋ g ə l d	V;PST;	jingle	jingled
h ɔ k	h ɔ k t	V;PST;	hawk	hawked
ɪ v ɪ k t	ɪ v ɪ k t ɨ d	V;PST;	evict	evicted
k ɹ ɪ n dʒ	k ɹ ɪ n dʒ d	V;PST;	cringe	cringed
p ɛ n	p ɛ n d	V;PST;	pen	penned
ɹ i ɪ t ə ɹ eɪ t	ɹ i ɪ t ə ɹ eɪ t ɨ d	V;PST;	reiterate	reiterated
ɹ i dʒ ɛ n ɚ eɪ t	ɹ i dʒ ɛ n ɚ eɪ t ɨ d	V;PST;	regenerate	regenerated
ɹ ɪ p ɛ n t	ɹ ɪ p ɛ n t ɨ d	V;PST;	repent	repented
s k ɹ ɔ l	s k ɹ ɔ l d	V;PST;	scrawl	scrawled
s p oʊ ɹ t	s p oʊ ɹ t ɨ d	V;PST;	sport	sported
s t ʌ b	s t ʌ b d	V;PST;	stub	stubbed
ʃ ʌ v ə l	ʃ ʌ v ə l d	V;PST;	shovel	shovelled
t i t ɚ	t i t ɚ d	V;PST;	teeter	teetered
t ɪ p ɪ f aɪ	t ɪ p ɪ f aɪ d	V;PST;	typify	typified
θ ʌ d	θ ʌ d ɨ d	V;PST;	thud	thudded
ʌ p	ʌ p t	V;PST;	up	upped
aʊ t s t ɹ ɪ p	aʊ t s t ɹ ɪ p t	V;PST;	outstrip	outstripped
b ɔ s	b ɔ s t	V;PST;	boss	bossed
b l æ n tʃ	b l æ n tʃ t	V;PST;	blanch	blanched
dʒ ɛ s t ɪ k j ʊ l eɪ t	dʒ ɛ s t ɪ k j ʊ l eɪ t ɨ d	V;PST;	gesticulate	gesticulated
ə v eɪ l	ə v eɪ l d	V;PST;	avail	availed
ɛ k s h eɪ l	ɛ k s h eɪ l d	V;PST;	exhale	exhaled
f eɪ ɹ i	f eɪ ɹ i d	V;PST;	ferry	ferried
f ɹ ɔ s t	f ɹ ɔ s t ɨ d	V;PST;	frost	frosted
g ɹ eɪ	g ɹ eɪ d	V;PST;	grey	greyed
h i d	h i d ɨ d	V;PST;	heed	heeded
ɪ n k ɹ ʌ s t	ɪ n k ɹ ʌ s t ɨ d	V;PST;	encrust	encrusted
ɪ n t ɝ	ɪ n t ɝ d	V;PST;	inter	interred
k u	k u d	V;PST;	coo	cooed
k ə dʒ oʊ l	k ə dʒ oʊ l d	V;PST;	cajole	cajoled
k ə n k a k t	k ə n k a k t ɨ d	V;PST;	concoct	concocted
k ə n s t ɹ ɪ k t	k ə n s t ɹ ɪ k t ɨ d	V;PST;	constrict	constricted
l i s	l i s t	V;PST;	lease	leased
oʊ v ɚ ɹ ʌ n	oʊ v ɚ ɹ æ n	V;PST;	overrun	overran
p aʊ d ɚ	p aʊ d ɚ d	V;PST;	powder	powdered
p ɛ t	p ɛ t ɨ d	V;PST;	pet	petted
ɹ æ t ɪ f aɪ	ɹ æ t ɪ f aɪ d	V;PST;	ratify	ratified
ɹ i k	ɹ i k t	V;PST;	reek	reeked
s ə l ɪ s ɪ t	s ə l ɪ s ɪ t ɨ d	V;PST;	solicit	solicited
s t eɪ k	s t eɪ k t	V;PST;	stake	staked
s u p ə ɹ ɪ m p oʊ z	s u p ə ɹ ɪ m p oʊ z d	V;PST;	superimpose	superimposed
t a ɹ n ɪ ʃ	t a ɹ n ɪ ʃ t	V;PST;	tarnish	tarnished
t ɪ ŋ k ɚ	t ɪ ŋ k ɚ d	V;PST;	tinker	tinkered
v ɛ n t	v ɛ n t ɨ d	V;PST;	vent	vented
ʌ n ɝ θ	ʌ n ɝ θ t	V;PST;	unearth	unearthed
ɛ v ɪ d ə n s	ɛ v ɪ d ə n s t	V;PST;	evidence	evidenced
i k w ə l aɪ z	i k w ə l aɪ z d	V;PST;	equalize	equalized
oʊ ɹ i ɛ n t eɪ t	oʊ ɹ i ɛ n t eɪ t ɨ d	V;PST;	orientate	orientated
b ɝ dʒ ə n	b ɝ dʒ ə n d	V;PST;	burgeon	burgeoned
ə d ɪ k t	ə d ɪ k t ɨ d	V;PST;	addict	addicted
ɛ n dʒ ɪ n i ɹ	ɛ n dʒ ɪ n i ɹ d	V;PST;	engineer	engineered
f ɛ n s	f ɛ n s t	V;PST;	fence	fenced
f l ɔ	f l ɔ d	V;PST;	flaw	flawed
ɪ n s aɪ t	ɪ n s aɪ t ɨ d	V;PST;	incite	incited
k a b ə l	k a b ə l d	V;PST;	cobble	cobbled
k a n s ɪ k ɹ eɪ t	k a n s ɪ k ɹ eɪ t ɨ d	V;PST;	consecrate	consecrated
k ə n s aɪ n	k ə n s aɪ n d	V;PST;	consign	consigned
k l æ ŋ k	k l æ ŋ k t	V;PST;	clank	clanked
l ʌ g	l ʌ g d	V;PST;	lug	lugged
m ɛ z m ə ɹ aɪ z	m ɛ z m ə ɹ aɪ z d	V;PST;	mesmerize	mesmerized
n ʌ z ə l	n ʌ z ə l d	V;PST;	nuzzle	nuzzled
p i k	p i k t	V;PST;	peek	peeked
p oʊ l	p oʊ l d	V;PST;	poll	polled
p ɹ a p ə g eɪ t	p ɹ a p ə g eɪ t ɨ d	V;PST;	propagate	propagated
p ɹ u n	p ɹ u n d	V;PST;	prune	pruned
ɹ oʊ v	ɹ oʊ v d	V;PST;	rove	roved
s ɪ k ə n	s ɪ k ə n d	V;PST;	sicken	sickened
ʃ æ ŋ h aɪ	ʃ æ ŋ h aɪ d	V;PST;	shanghai	shanghaied
v æ l ɪ d eɪ t	v æ l ɪ d eɪ t ɨ d	V;PST;	validate	validated
aʊ t w ɪ t	aʊ t w ɪ t ɨ d	V;PST;	outwit	outwitted
b ʌ t	b ʌ t ɨ d	V;PST;	butt	butted
d a ɹ n	d a ɹ n d	V;PST;	darn	darned
d eɪ d ɹ i m	d eɪ d ɹ i m d	V;PST;	daydream	daydreamed
d ʌ l	d ʌ l d	V;PST;	dull	dulled
ə l aɪ n	ə l aɪ n d	V;PST;	align	aligned
ə s w eɪ dʒ	ə s w eɪ dʒ d	V;PST;	assuage	assuaged
f oʊ ɹ t ɛ l	f oʊ ɹ t oʊ l d	V;PST;	foretell	foretold
g aʊ dʒ	g aʊ dʒ d	V;PST;	gouge	gouged
h oʊ ɹ d	h oʊ ɹ d ɨ d	V;PST;	hoard	hoarded
h ɔ ŋ k	h ɔ ŋ k t	V;PST;	honk	honked
ɪ n ʃ ɹ aɪ n	ɪ n ʃ ɹ aɪ n d	V;PST;	enshrine	enshrined
k ə n v i n	k ə n v i n d	V;PST;	convene	convened
l u s	l u s t	V;PST;	loose	loosed
m ɪ s p l eɪ s	m ɪ s p l eɪ s t	V;PST;	misplace	misplaced
oʊ v ɚ s i	oʊ v ɚ s ɔ	V;PST;	oversee	oversaw
p ɹ ə k j u ɹ	p ɹ ə k j u ɹ d	V;PST;	procure	procured
ɹ ɛ v ə l	ɹ ɛ v ə l d	V;PST;	revel	revelled
s oʊ b ɚ	s oʊ b ɚ d	V;PST;	sober	sobered
s p æ ŋ k	s p æ ŋ k t	V;PST;	spank	spanked
s p ɝ n	s p ɝ n d	V;PST;	spurn	spurned
tʃ ɛ k ɚ	tʃ ɛ k ɚ d	V;PST;	chequer	chequered
ʌ n s k ɹ u	ʌ n s k ɹ u d	V;PST;	unscrew	unscrewed
z ɪ p	z ɪ p t	V;PST;	zip	zipped
b l eɪ ɹ	b l eɪ ɹ d	V;PST;	blare	blared
b ɹ oʊ tʃ	b ɹ oʊ tʃ t	V;PST;	broach	broached
d æ b ə l	d æ b ə l d	V;PST;	dabble	dabbled
d i ɹ eɪ n dʒ	d i ɹ eɪ n dʒ d	V;PST;	derange	deranged
d ɪ b eɪ s	d ɪ b eɪ s t	V;PST;	debase	debased
d ɪ s f ɪ g j ɚ	d ɪ s f ɪ g j ɚ d	V;PST;	disfigure	disfigured
ə n aɪ ə l eɪ t	ə n aɪ ə l eɪ t ɨ d	V;PST;	annihilate	annihilated
f æ ð ə m	f æ ð ə m d	V;PST;	fathom	fathomed
f ɔ l t	f ɔ l t ɨ d	V;PST;	fault	faulted
ɪ s p aʊ z	ɪ s p aʊ z d	V;PST;	espouse	espoused
k a ŋ g ɹ ə g eɪ t	k a ŋ g ɹ ə g eɪ t ɨ d	V;PST;	congregate	congregated
k ʊ ʃ ə n	k ʊ ʃ ə n d	V;PST;	cushion	cushioned
m ə n a p ə l aɪ z	m ə n a p ə l aɪ z d	V;PST;	monopolize	monopolized
p i	p i d	V;PST;	pee	peed
p ʌ l s	p ʌ l s t	V;PST;	pulse	pulsed
ɹ ɛ d ə n	ɹ ɛ d ə n d	V;PST;	redden	reddened
ɹ i j u n aɪ t	ɹ i j u n aɪ t ɨ d	V;PST;	reunite	reunited
