level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
21262	28559	h ɑ n d ə l ə	h ɑ n d ə l d ə	handelen	handelden	⋊ h ɑ n d ə l ə ⋉	⋊ h ɑ n d ə l d ə ⋉
21265	28564	w ɛ n d ə	w ɛ n d ə	wenden	wendden	⋊ w ɛ n d ə ⋉	⋊ w ɛ n d ə ⋉
21268	28567	d oː t s t eː k ə	d oː t s t aː k ə	doodsteken	doodstaken	⋊ d oː t s t eː k ə ⋉	⋊ d oː t s t aː k ə ⋉
21269	28569	k ɛ n ə	k ɛ n d ə	kennen	kenden	⋊ k ɛ n ə ⋉	⋊ k ɛ n d ə ⋉
21270	28570	t ɪ k t ɑ k ə	t ɪ k t ɑ k t ə	tiktakken	tiktakten	⋊ t ɪ k t ɑ k ə ⋉	⋊ t ɪ k t ɑ k t ə ⋉
21272	28572	x ɑ t l ɪ k ə	x ɑ t l ɪ k t ə	gatlikken	gatlikten	⋊ x ɑ t l ɪ k ə ⋉	⋊ x ɑ t l ɪ k t ə ⋉
21275	28576	aː n eː n l ɛɪ m ə	aː n eː n l ɛɪ m d ə	aaneenlijmen	aaneenlijmden	⋊ aː n eː n l ɛ ɪ m ə ⋉	⋊ aː n eː n l ɛ ɪ m d ə ⋉
21312	28624	ɪ n h ɑʊ d ə	ɪ n h iː l d ə	inhouden	inhielden	⋊ ɪ n h ɑ ʊ d ə ⋉	⋊ ɪ n h iː l d ə ⋉
21313	28626	ɑ f p r ɑ k ə z eː r ə	ɑ f p r ɑ k ə z eː r d ə	afprakkezeren	afprakkezeerden	⋊ ɑ f p r ɑ k ə z eː r ə ⋉	⋊ ɑ f p r ɑ k ə z eː r d ə ⋉
21315	28628	x ə t r oː s t ə	x ə t r oː s t ə	getroosten	getroostten	⋊ x ə t r oː s t ə ⋉	⋊ x ə t r oː s t ə ⋉
21317	28631	s t ɪ l h ɑʊ d ə	s t ɪ l h iː l d ə	stilhouden	stilhielden	⋊ s t ɪ l h ɑ ʊ d ə ⋉	⋊ s t ɪ l h iː l d ə ⋉
21325	28639	v ə r h aː ɣ ə	v ə r h aː ɣ d ə	verheugen	verheugden	⋊ v ə r h aː ɣ ə ⋉	⋊ v ə r h aː ɣ d ə ⋉
21327	28644	ɪ r iː ɣ eː r ə	ɪ r iː ɣ eː r d ə	irrigeren	irrigeerden	⋊ ɪ r iː ɣ eː r ə ⋉	⋊ ɪ r iː ɣ eː r d ə ⋉
21330	28650	ɑ f k yː k ə l ə	ɑ f k yː k ə l d ə	afkukelen	afkukelden	⋊ ɑ f k yː k ə l ə ⋉	⋊ ɑ f k yː k ə l d ə ⋉
21332	28653	s t eː n ə	s t eː n d ə	stenen	steenden	⋊ s t eː n ə ⋉	⋊ s t eː n d ə ⋉
21337	28665	ʊɪ t s ʊɪ v ə r ə	ʊɪ t s ʊɪ v ə r d ə	uitzuiveren	uitzuiverden	⋊ ʊ ɪ t s ʊ ɪ v ə r ə ⋉	⋊ ʊ ɪ t s ʊ ɪ v ə r d ə ⋉
21349	28679	n aː b ɑ b ə l ə	n aː b ɑ b ə l d ə	nababbelen	nababbelden	⋊ n aː b ɑ b ə l ə ⋉	⋊ n aː b ɑ b ə l d ə ⋉
21364	28699	ɪ n t r uː v ə	ɪ n t r uː v d ə	introeven	introefden	⋊ ɪ n t r uː v ə ⋉	⋊ ɪ n t r uː v d ə ⋉
21372	28710	d aː ɣ ə	d aː ɣ d ə	deugen	deugden	⋊ d aː ɣ ə ⋉	⋊ d aː ɣ d ə ⋉
21374	28712	v ə r ɣ r ʊɪ z ə	v ə r ɣ r ʊɪ z d ə	vergruizen	vergruisden	⋊ v ə r ɣ r ʊ ɪ z ə ⋉	⋊ v ə r ɣ r ʊ ɪ z d ə ⋉
21382	28722	h ɛ r k ɑ p iː t aː l iː z eː r ə	h ɛ r k ɑ p iː t aː l iː z eː r d ə	herkapitaliseren	herkapitaliseerden	⋊ h ɛ r k ɑ p iː t aː l iː z eː r ə ⋉	⋊ h ɛ r k ɑ p iː t aː l iː z eː r d ə ⋉
21389	28732	v ə r v r eː m d ə	v ə r v r eː m d ə	vervreemden	vervreemdden	⋊ v ə r v r eː m d ə ⋉	⋊ v ə r v r eː m d ə ⋉
21405	28754	ɔ n t s w ɛ l ə	ɔ n t s w ɔ l ə	ontzwellen	ontzwollen	⋊ ɔ n t s w ɛ l ə ⋉	⋊ ɔ n t s w ɔ l ə ⋉
21423	28778	ɔ m h ɑ ŋ ə	ɔ m h ɪ ŋ ə	omhangen	omhingen	⋊ ɔ m h ɑ ŋ ə ⋉	⋊ ɔ m h ɪ ŋ ə ⋉
21429	28785	b ə k l ɔ n t ə r ə	b ə k l ɔ n t ə r d ə	beklonteren	beklonterden	⋊ b ə k l ɔ n t ə r ə ⋉	⋊ b ə k l ɔ n t ə r d ə ⋉
21441	28800	ɑ f s oː d ə	ɑ f s oː d ə	afzoden	afzoodden	⋊ ɑ f s oː d ə ⋉	⋊ ɑ f s oː d ə ⋉
21458	28827	r eː s ɔ r b eː r ə	r eː s ɔ r b eː r d ə	resorberen	resorbeerden	⋊ r eː s ɔ r b eː r ə ⋉	⋊ r eː s ɔ r b eː r d ə ⋉
21468	28839	ɔ n t x oː x ə l ə	ɔ n t x oː x ə l d ə	ontgoochelen	ontgoochelden	⋊ ɔ n t x oː x ə l ə ⋉	⋊ ɔ n t x oː x ə l d ə ⋉
21475	28853	v r ɛɪ w aː r ə	v r ɛɪ w aː r d ə	vrijwaren	vrijwaarden	⋊ v r ɛ ɪ w aː r ə ⋉	⋊ v r ɛ ɪ w aː r d ə ⋉
21476	28854	ɔ m s x aː k ə l ə	ɔ m s x aː k ə l d ə	omschakelen	omschakelden	⋊ ɔ m s x aː k ə l ə ⋉	⋊ ɔ m s x aː k ə l d ə ⋉
21485	28872	k w ɛ k ə b ɛ k ə	k w ɛ k ə b ɛ k t ə	kwekkebekken	kwekkebekten	⋊ k w ɛ k ə b ɛ k ə ⋉	⋊ k w ɛ k ə b ɛ k t ə ⋉
21498	28888	v ə r z w ɛ n d ə l ə	v ə r z w ɛ n d ə l d ə	verzwendelen	verzwendelden	⋊ v ə r z w ɛ n d ə l ə ⋉	⋊ v ə r z w ɛ n d ə l d ə ⋉
21517	28912	v ə r w aː s ə m ə	v ə r w aː s ə m d ə	verwasemen	verwasemden	⋊ v ə r w aː s ə m ə ⋉	⋊ v ə r w aː s ə m d ə ⋉
21523	28921	ɑ f s t ɔ m p ə	ɑ f s t ɔ m p t ə	afstompen	afstompten	⋊ ɑ f s t ɔ m p ə ⋉	⋊ ɑ f s t ɔ m p t ə ⋉
21531	28929	b ə ɪ ŋ k t ə	b ə ɪ ŋ k t ə	beinkten	beinktten	⋊ b ə ɪ ŋ k t ə ⋉	⋊ b ə ɪ ŋ k t ə ⋉
21538	28940	s p r ɪ t s ə	s p r ɪ t s t ə	spritsen	spritsten	⋊ s p r ɪ t s ə ⋉	⋊ s p r ɪ t s t ə ⋉
21543	28945	t uː s t ɔ p ə	t uː s t ɔ p t ə	toestoppen	toestopten	⋊ t uː s t ɔ p ə ⋉	⋊ t uː s t ɔ p t ə ⋉
21558	28968	t r ɑ p ə l ə	t r ɑ p ə l d ə	trappelen	trappelden	⋊ t r ɑ p ə l ə ⋉	⋊ t r ɑ p ə l d ə ⋉
21593	29011	ɔ p s aː d ə l ə	ɔ p s aː d ə l d ə	opzadelen	opzadelden	⋊ ɔ p s aː d ə l ə ⋉	⋊ ɔ p s aː d ə l d ə ⋉
21601	29023	iː t ə r eː r ə	iː t ə r eː r d ə	itereren	itereerden	⋊ iː t ə r eː r ə ⋉	⋊ iː t ə r eː r d ə ⋉
21606	29028	s p r iː t ə	s p r iː t ə	sprieten	sprietten	⋊ s p r iː t ə ⋉	⋊ s p r iː t ə ⋉
21607	29029	v ə r b r uː d ə r ə	v ə r b r uː d ə r d ə	verbroederen	verbroederden	⋊ v ə r b r uː d ə r ə ⋉	⋊ v ə r b r uː d ə r d ə ⋉
21612	29036	j ɛɪ j ə	j ɛɪ d ə	jijen	jijden	⋊ j ɛ ɪ j ə ⋉	⋊ j ɛ ɪ d ə ⋉
21616	29041	ɑ k t iː v eː r ə	ɑ k t iː v eː r d ə	activeren	activeerden	⋊ ɑ k t iː v eː r ə ⋉	⋊ ɑ k t iː v eː r d ə ⋉
21617	29042	ɑ x t ə r ʊɪ t f l iː ɣ ə	ɑ x t ə r ʊɪ t f l oː ɣ ə	achteruitvliegen	achteruitvlogen	⋊ ɑ x t ə r ʊ ɪ t f l iː ɣ ə ⋉	⋊ ɑ x t ə r ʊ ɪ t f l oː ɣ ə ⋉
21632	29061	k oː d iː f iː s eː r ə	k oː d iː f iː s eː r d ə	codificeren	codificeerden	⋊ k oː d iː f iː s eː r ə ⋉	⋊ k oː d iː f iː s eː r d ə ⋉
21645	29076	ɑ f s p ɑ t ə	ɑ f s p ɑ t ə	afspatten	afspatten	⋊ ɑ f s p ɑ t ə ⋉	⋊ ɑ f s p ɑ t ə ⋉
21654	29088	t ɑ k s iː j ə	t ɑ k s iː d ə	taxien	taxieden	⋊ t ɑ k s iː j ə ⋉	⋊ t ɑ k s iː d ə ⋉
21657	29095	b ə s n eː w ə	b ə s n eː w d ə	besneeuwen	besneeuwden	⋊ b ə s n eː w ə ⋉	⋊ b ə s n eː w d ə ⋉
21678	29122	ɑ f s x ɪ l ə	ɑ f s x ɪ l d ə	afschillen	afschilden	⋊ ɑ f s x ɪ l ə ⋉	⋊ ɑ f s x ɪ l d ə ⋉
21687	29133	p ɔ s t ə	p ɔ s t ə	posten	postten	⋊ p ɔ s t ə ⋉	⋊ p ɔ s t ə ⋉
21689	29135	m ɪ s r aː d ə	m ɪ s r iː d ə	misraden	misrieden	⋊ m ɪ s r aː d ə ⋉	⋊ m ɪ s r iː d ə ⋉
21696	29145	n oː t eː r ə	n oː t eː r d ə	noteren	noteerden	⋊ n oː t eː r ə ⋉	⋊ n oː t eː r d ə ⋉
21698	29147	b ə l aː ɣ ə	b ə l aː ɣ d ə	belagen	belaagden	⋊ b ə l aː ɣ ə ⋉	⋊ b ə l aː ɣ d ə ⋉
21699	29148	b ə k oː ɣ ə l ə	b ə k oː ɣ ə l d ə	bekogelen	bekogelden	⋊ b ə k oː ɣ ə l ə ⋉	⋊ b ə k oː ɣ ə l d ə ⋉
21703	29156	b ɛ r ɣ ə	b ɔ r ɣ ə	bergen	borgen	⋊ b ɛ r ɣ ə ⋉	⋊ b ɔ r ɣ ə ⋉
21708	29162	ɔ n t s iː n	ɔ n t s aː ɣ ə	ontzien	ontzagen	⋊ ɔ n t s iː n ⋉	⋊ ɔ n t s aː ɣ ə ⋉
21719	29178	r uː s t ə	r uː s t ə	roesten	roestten	⋊ r uː s t ə ⋉	⋊ r uː s t ə ⋉
21723	29186	l ɔ r ə	l ɔ r d ə	lorren	lorden	⋊ l ɔ r ə ⋉	⋊ l ɔ r d ə ⋉
21725	29189	r ɔ n t r ɔ m p ɛ t ə	r ɔ n t r ɔ m p ɛ t ə	rondtrompetten	rondtrompetten	⋊ r ɔ n t r ɔ m p ɛ t ə ⋉	⋊ r ɔ n t r ɔ m p ɛ t ə ⋉
21729	29193	t aː t ə	t aː t ə	teuten	teutten	⋊ t aː t ə ⋉	⋊ t aː t ə ⋉
21731	29195	ɑ x t ə r b l ɛɪ v ə	ɑ x t ə r b l eː v ə	achterblijven	achterbleven	⋊ ɑ x t ə r b l ɛ ɪ v ə ⋉	⋊ ɑ x t ə r b l eː v ə ⋉
21734	29202	h ɛ r n eː m ə	h ɛ r n aː m ə	hernemen	hernamen	⋊ h ɛ r n eː m ə ⋉	⋊ h ɛ r n aː m ə ⋉
21739	29209	w ɛɪ d ə	w ɛɪ d ə	wijden	wijdden	⋊ w ɛ ɪ d ə ⋉	⋊ w ɛ ɪ d ə ⋉
21741	29214	v ə r s x ɑ f ə	v ə r s x ɑ f t ə	verschaffen	verschaften	⋊ v ə r s x ɑ f ə ⋉	⋊ v ə r s x ɑ f t ə ⋉
21747	29221	b aː ɣ ə l ə	b aː ɣ ə l d ə	beugelen	beugelden	⋊ b aː ɣ ə l ə ⋉	⋊ b aː ɣ ə l d ə ⋉
21749	29226	h ɪ ŋ k ə	h ɪ ŋ k t ə	hinken	hinkten	⋊ h ɪ ŋ k ə ⋉	⋊ h ɪ ŋ k t ə ⋉
21752	29231	ʊɪ t s w aː v ə l ə	ʊɪ t s w aː v ə l d ə	uitzwavelen	uitzwavelden	⋊ ʊ ɪ t s w aː v ə l ə ⋉	⋊ ʊ ɪ t s w aː v ə l d ə ⋉
21754	29237	ɪ m b r ɛ ŋ ə	ɪ m b r ɑ x t ə	inbrengen	inbrachten	⋊ ɪ m b r ɛ ŋ ə ⋉	⋊ ɪ m b r ɑ x t ə ⋉
21762	29248	b ə h ɛ l z ə	b ə h ɛ l z d ə	behelzen	behelsden	⋊ b ə h ɛ l z ə ⋉	⋊ b ə h ɛ l z d ə ⋉
21767	29256	ɑ f t ɔ n ə	ɑ f t ɔ n d ə	aftonnen	aftonden	⋊ ɑ f t ɔ n ə ⋉	⋊ ɑ f t ɔ n d ə ⋉
21778	29272	s ʊ p l iː j eː r ə	s ʊ p l iː j eː r d ə	supplieren	supplieerden	⋊ s ʊ p l iː j eː r ə ⋉	⋊ s ʊ p l iː j eː r d ə ⋉
21798	29302	w ɛ x s x aː r ə	w ɛ x s x aː r d ə	wegscheuren	wegscheurden	⋊ w ɛ x s x aː r ə ⋉	⋊ w ɛ x s x aː r d ə ⋉
21799	29304	ɔ b iː d ə	ɔ b oː d ə	opbieden	opboden	⋊ ɔ b iː d ə ⋉	⋊ ɔ b oː d ə ⋉
21815	29329	aː n s t ɪ k ə	aː n s t ɪ k t ə	aanstikken	aanstikten	⋊ aː n s t ɪ k ə ⋉	⋊ aː n s t ɪ k t ə ⋉
21823	29338	ɔ p x r uː j ə	ɔ p x r uː j d ə	opgroeien	opgroeiden	⋊ ɔ p x r uː j ə ⋉	⋊ ɔ p x r uː j d ə ⋉
21842	29366	v aː ɣ ə l ə	v aː ɣ ə l d ə	veugelen	veugelden	⋊ v aː ɣ ə l ə ⋉	⋊ v aː ɣ ə l d ə ⋉
21851	29381	ɔ n d b ɔ s ə	ɔ n d b ɔ s t ə	ontbossen	ontbosten	⋊ ɔ n d b ɔ s ə ⋉	⋊ ɔ n d b ɔ s t ə ⋉
21853	29383	ɛ k s ə l eː r ə	ɛ k s ə l eː r d ə	excelleren	excelleerden	⋊ ɛ k s ə l eː r ə ⋉	⋊ ɛ k s ə l eː r d ə ⋉
21855	29387	t uː h oː r ə	t uː h oː r d ə	toehoren	toehoorden	⋊ t uː h oː r ə ⋉	⋊ t uː h oː r d ə ⋉
21860	29396	x ə l ɛɪ k l ɔ p ə	x ə l ɛɪ k l ɔ p t ə	gelijkkloppen	gelijkklopten	⋊ x ə l ɛ ɪ k l ɔ p ə ⋉	⋊ x ə l ɛ ɪ k l ɔ p t ə ⋉
21879	29419	f ɛ s t ɔ n eː r ə	f ɛ s t ɔ n eː r d ə	festonneren	festonneerden	⋊ f ɛ s t ɔ n eː r ə ⋉	⋊ f ɛ s t ɔ n eː r d ə ⋉
21895	29444	eː m ɛ n d eː r ə	eː m ɛ n d eː r d ə	emenderen	emendeerden	⋊ eː m ɛ n d eː r ə ⋉	⋊ eː m ɛ n d eː r d ə ⋉
21917	29473	ɑ x t ə r n aː s t yː r ə	ɑ x t ə r n aː s t yː r d ə	achternasturen	achternastuurden	⋊ ɑ x t ə r n aː s t yː r ə ⋉	⋊ ɑ x t ə r n aː s t yː r d ə ⋉
21918	29475	ɔ n t w ɛ n ə	ɔ n t w ɛ n d ə	ontwennen	ontwenden	⋊ ɔ n t w ɛ n ə ⋉	⋊ ɔ n t w ɛ n d ə ⋉
21949	29518	l ɑ b ə r ə	l ɑ b ə r d ə	labberen	labberden	⋊ l ɑ b ə r ə ⋉	⋊ l ɑ b ə r d ə ⋉
21959	29530	x l ɪ s ə	x l ɪ s t ə	glissen	glisten	⋊ x l ɪ s ə ⋉	⋊ x l ɪ s t ə ⋉
21965	29538	p ɪ n ə	p ɪ n d ə	pinnen	pinden	⋊ p ɪ n ə ⋉	⋊ p ɪ n d ə ⋉
21980	29557	v oː r s x iː t ə	v oː r s x oː t ə	voorschieten	voorschoten	⋊ v oː r s x iː t ə ⋉	⋊ v oː r s x oː t ə ⋉
21989	29571	v l ɛɪ j ə	v l ɛɪ d ə	vlijen	vlijden	⋊ v l ɛ ɪ j ə ⋉	⋊ v l ɛ ɪ d ə ⋉
21993	29576	v ɔ l p r ɛɪ z ə	v ɔ l p r eː z ə	volprijzen	volprezen	⋊ v ɔ l p r ɛ ɪ z ə ⋉	⋊ v ɔ l p r eː z ə ⋉
21998	29581	b eː t k r ɛɪ ɣ ə	b eː t k r eː ɣ ə	beetkrijgen	beetkregen	⋊ b eː t k r ɛ ɪ ɣ ə ⋉	⋊ b eː t k r eː ɣ ə ⋉
22012	29603	v ə r t uː v ə	v ə r t uː v d ə	vertoeven	vertoefden	⋊ v ə r t uː v ə ⋉	⋊ v ə r t uː v d ə ⋉
22014	29605	p r ɔ ŋ k ə	p r ɔ ŋ k t ə	pronken	pronkten	⋊ p r ɔ ŋ k ə ⋉	⋊ p r ɔ ŋ k t ə ⋉
22016	29610	d ɪ x t x r uː j ə	d ɪ x t x r uː j d ə	dichtgroeien	dichtgroeiden	⋊ d ɪ x t x r uː j ə ⋉	⋊ d ɪ x t x r uː j d ə ⋉
22024	29619	k ɪ s ə	k ɪ s t ə	kissen	kisten	⋊ k ɪ s ə ⋉	⋊ k ɪ s t ə ⋉
22030	29631	v ə r v ɑ l s ə	v ə r v ɑ l s t ə	vervalsen	vervalsten	⋊ v ə r v ɑ l s ə ⋉	⋊ v ə r v ɑ l s t ə ⋉
22033	29634	k ɑ t ə	k ɑ t ə	katten	katten	⋊ k ɑ t ə ⋉	⋊ k ɑ t ə ⋉
22039	29647	b ə d uː l ə	b ə d uː l d ə	bedoelen	bedoelden	⋊ b ə d uː l ə ⋉	⋊ b ə d uː l d ə ⋉
22040	29648	p ɛ l ə	p ɛ l d ə	pellen	pelden	⋊ p ɛ l ə ⋉	⋊ p ɛ l d ə ⋉
22042	29653	aː b oː l eː r ə	aː b oː l eː r d ə	aboleren	aboleerden	⋊ aː b oː l eː r ə ⋉	⋊ aː b oː l eː r d ə ⋉
22045	29657	b ɪ n ə t r ɛ k ə	b ɪ n ə t r ɔ k ə	binnentrekken	binnentrokken	⋊ b ɪ n ə t r ɛ k ə ⋉	⋊ b ɪ n ə t r ɔ k ə ⋉
22047	29660	s x r aː p ə	s x r aː p t ə	schrapen	schraapten	⋊ s x r aː p ə ⋉	⋊ s x r aː p t ə ⋉
22066	29682	v ə r l oː v ə	v ə r l oː v d ə	verloven	verloofden	⋊ v ə r l oː v ə ⋉	⋊ v ə r l oː v d ə ⋉
22071	29687	m ɛɪ j ə r ə	m ɛɪ j ə r d ə	meieren	meierden	⋊ m ɛ ɪ j ə r ə ⋉	⋊ m ɛ ɪ j ə r d ə ⋉
22073	29689	ɔ n t x aː n	ɔ n t x ɪ ŋ ə	ontgaan	ontgingen	⋊ ɔ n t x aː n ⋉	⋊ ɔ n t x ɪ ŋ ə ⋉
22081	29699	t ɑ j eː r ə	t ɑ j eː r d ə	tailleren	tailleerden	⋊ t ɑ j eː r ə ⋉	⋊ t ɑ j eː r d ə ⋉
22087	29706	ɪ ŋ k ʊɪ p ə	ɪ ŋ k ʊɪ p t ə	inkuipen	inkuipten	⋊ ɪ ŋ k ʊ ɪ p ə ⋉	⋊ ɪ ŋ k ʊ ɪ p t ə ⋉
22099	29723	m ɪ s x aː n	m ɪ s x ɪ ŋ ə	misgaan	misgingen	⋊ m ɪ s x aː n ⋉	⋊ m ɪ s x ɪ ŋ ə ⋉
22104	29729	t eː d r ɪ ŋ k ə	t eː d r ɔ ŋ k ə	theedrinken	theedronken	⋊ t eː d r ɪ ŋ k ə ⋉	⋊ t eː d r ɔ ŋ k ə ⋉
22106	29731	m eː r ɛɪ d ə	m eː r eː d ə	meerijden	meereden	⋊ m eː r ɛ ɪ d ə ⋉	⋊ m eː r eː d ə ⋉
22112	29739	k w ɑ k ə	k w ɑ k t ə	kwakken	kwakten	⋊ k w ɑ k ə ⋉	⋊ k w ɑ k t ə ⋉
22124	29755	aː r z ə l ə	aː r z ə l d ə	aarzelen	aarzelden	⋊ aː r z ə l ə ⋉	⋊ aː r z ə l d ə ⋉
22127	29759	ʊɪ t p ɑ l m ə	ʊɪ t p ɑ l m d ə	uitpalmen	uitpalmden	⋊ ʊ ɪ t p ɑ l m ə ⋉	⋊ ʊ ɪ t p ɑ l m d ə ⋉
22129	29761	aː ŋ k l ɑ m p ə	aː ŋ k l ɑ m p t ə	aanklampen	aanklampten	⋊ aː ŋ k l ɑ m p ə ⋉	⋊ aː ŋ k l ɑ m p t ə ⋉
22136	29772	v ə r ɔ ŋ ɣ ə l ʊ k ə	v ə r ɔ ŋ ɣ ə l ʊ k t ə	verongelukken	verongelukten	⋊ v ə r ɔ ŋ ɣ ə l ʊ k ə ⋉	⋊ v ə r ɔ ŋ ɣ ə l ʊ k t ə ⋉
22137	29774	v ə r ɛɪ k ə	v ə r ɛɪ k t ə	verreiken	verreikten	⋊ v ə r ɛ ɪ k ə ⋉	⋊ v ə r ɛ ɪ k t ə ⋉
22144	29784	h ɛ r aː d ə m ə	h ɛ r aː d ə m d ə	herademen	herademden	⋊ h ɛ r aː d ə m ə ⋉	⋊ h ɛ r aː d ə m d ə ⋉
22147	29788	ɑ f x r aː z ə	ɑ f x r aː z d ə	afgrazen	afgraasden	⋊ ɑ f x r aː z ə ⋉	⋊ ɑ f x r aː z d ə ⋉
22149	29792	d oː r b r ɛ ŋ ə	d oː r b r ɑ x t ə	doorbrengen	doorbrachten	⋊ d oː r b r ɛ ŋ ə ⋉	⋊ d oː r b r ɑ x t ə ⋉
22151	29795	t r ɑ m ə	t r ɑ m d ə	trammen	tramden	⋊ t r ɑ m ə ⋉	⋊ t r ɑ m d ə ⋉
22152	29796	d ɛ s ɑ p r oː b eː r ə	d ɛ s ɑ p r oː b eː r d ə	desapproberen	desapprobeerden	⋊ d ɛ s ɑ p r oː b eː r ə ⋉	⋊ d ɛ s ɑ p r oː b eː r d ə ⋉
22158	29803	r eː p r eː s ɛ n t eː r ə	r eː p r eː s ɛ n t eː r d ə	representeren	representeerden	⋊ r eː p r eː s ɛ n t eː r ə ⋉	⋊ r eː p r eː s ɛ n t eː r d ə ⋉
22162	29808	l ɑ m l ɛ ɣ ə	l ɑ m l ɛ ɣ d ə	lamleggen	lamlegden	⋊ l ɑ m l ɛ ɣ ə ⋉	⋊ l ɑ m l ɛ ɣ d ə ⋉
22170	29817	s x r aː l ə	s x r aː l d ə	schralen	schraalden	⋊ s x r aː l ə ⋉	⋊ s x r aː l d ə ⋉
22171	29818	ɑ f l ɑ p ə	ɑ f l ɑ p t ə	aflappen	aflapten	⋊ ɑ f l ɑ p ə ⋉	⋊ ɑ f l ɑ p t ə ⋉
22178	29826	d oː r oː k ə	d oː r oː k t ə	doorroken	doorrookten	⋊ d oː r oː k ə ⋉	⋊ d oː r oː k t ə ⋉
22183	29833	s x eː p ə	s x eː p t ə	schepen	scheepten	⋊ s x eː p ə ⋉	⋊ s x eː p t ə ⋉
22192	29845	ɛ ʃ ə l ɔ n eː r ə	ɛ ʃ ə l ɔ n eː r d ə	echelonneren	echelonneerden	⋊ ɛ ʃ ə l ɔ n eː r ə ⋉	⋊ ɛ ʃ ə l ɔ n eː r d ə ⋉
22204	29860	r eː s iː s t eː r ə	r eː s iː s t eː r d ə	resisteren	resisteerden	⋊ r eː s iː s t eː r ə ⋉	⋊ r eː s iː s t eː r d ə ⋉
22208	29865	b l ɔ k eː r ə	b l ɔ k eː r d ə	blokkeren	blokkeerden	⋊ b l ɔ k eː r ə ⋉	⋊ b l ɔ k eː r d ə ⋉
22211	29870	v ə r v l iː t ə	v ə r v l oː t ə	vervlieten	vervloten	⋊ v ə r v l iː t ə ⋉	⋊ v ə r v l oː t ə ⋉
22213	29872	k aː r t ə	k aː r t ə	kaarten	kaartten	⋊ k aː r t ə ⋉	⋊ k aː r t ə ⋉
22215	29874	ɪ n s t r oː m ə	ɪ n s t r oː m d ə	instromen	instroomden	⋊ ɪ n s t r oː m ə ⋉	⋊ ɪ n s t r oː m d ə ⋉
22220	29881	t ə r ʊ x s p r ɪ ŋ ə	t ə r ʊ x s p r ɔ ŋ ə	terugspringen	terugsprongen	⋊ t ə r ʊ x s p r ɪ ŋ ə ⋉	⋊ t ə r ʊ x s p r ɔ ŋ ə ⋉
22229	29894	aː n z uː t ə	aː n z uː t ə	aanzoeten	aanzoetten	⋊ aː n z uː t ə ⋉	⋊ aː n z uː t ə ⋉
22237	29903	k aː l ɑ n d ə r ə	k aː l ɑ n d ə r d ə	kalanderen	kalanderden	⋊ k aː l ɑ n d ə r ə ⋉	⋊ k aː l ɑ n d ə r d ə ⋉
22244	29914	ɔ m r ɑ n d ə	ɔ m r ɑ n d ə	omranden	omrandden	⋊ ɔ m r ɑ n d ə ⋉	⋊ ɔ m r ɑ n d ə ⋉
22245	29915	v oː r l eː z ə	v oː r l aː z ə	voorlezen	voorlazen	⋊ v oː r l eː z ə ⋉	⋊ v oː r l aː z ə ⋉
22250	29922	ɑ f s t ɛ k ə	ɑ f s t ɛ k t ə	afstekken	afstekten	⋊ ɑ f s t ɛ k ə ⋉	⋊ ɑ f s t ɛ k t ə ⋉
22258	29931	b ə s x iː t ə	b ə s x oː t ə	beschieten	beschoten	⋊ b ə s x iː t ə ⋉	⋊ b ə s x oː t ə ⋉
22267	29947	n eː r s l aː n	n eː r s l uː ɣ ə	neerslaan	neersloegen	⋊ n eː r s l aː n ⋉	⋊ n eː r s l uː ɣ ə ⋉
22276	29960	ʊɪ t f r eː t ə	ʊɪ t f r aː t ə	uitvreten	uitvraten	⋊ ʊ ɪ t f r eː t ə ⋉	⋊ ʊ ɪ t f r aː t ə ⋉
22281	29965	m eː l ə	m eː l d ə	melen	meelden	⋊ m eː l ə ⋉	⋊ m eː l d ə ⋉
22308	30006	ɛɪ l ə	ɛɪ l d ə	ijlen	ijlden	⋊ ɛ ɪ l ə ⋉	⋊ ɛ ɪ l d ə ⋉
22311	30009	x ɑ s t eː r ə	x ɑ s t eː r d ə	gasteren	gasteerden	⋊ x ɑ s t eː r ə ⋉	⋊ x ɑ s t eː r d ə ⋉
22321	30023	ɪ ŋ k ʊɪ l ə	ɪ ŋ k ʊɪ l d ə	inkuilen	inkuilden	⋊ ɪ ŋ k ʊ ɪ l ə ⋉	⋊ ɪ ŋ k ʊ ɪ l d ə ⋉
22325	30027	v oː r d uː n	v oː r d eː d ə	voortdoen	voortdeden	⋊ v oː r d uː n ⋉	⋊ v oː r d eː d ə ⋉
22332	30035	s x oː l ə	s x oː l d ə	scholen	schoolden	⋊ s x oː l ə ⋉	⋊ s x oː l d ə ⋉
22335	30038	f ɛɪ ŋ k ɑʊ w ə	f ɛɪ ŋ k ɑʊ w d ə	fijnkauwen	fijnkauwden	⋊ f ɛ ɪ ŋ k ɑ ʊ w ə ⋉	⋊ f ɛ ɪ ŋ k ɑ ʊ w d ə ⋉
22339	30046	d ɔ k t oː r eː r ə	d ɔ k t oː r eː r d ə	doctoreren	doctoreerden	⋊ d ɔ k t oː r eː r ə ⋉	⋊ d ɔ k t oː r eː r d ə ⋉
22343	30051	p r eː j yː d iː ʃ eː r ə	p r eː j yː d iː ʃ eː r d ə	prejudicieren	prejudicieerden	⋊ p r eː j yː d iː ʃ eː r ə ⋉	⋊ p r eː j yː d iː ʃ eː r d ə ⋉
