level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
34302	46766	au̯ f ʃ t au̯ ə n	au̯ f g ə ʃ t au̯ t	aufstauen	aufgestaut	⋊ a u f ʃ t a u ə n ⋉	⋊ a u f g ə ʃ t a u t ⋉
34321	46790	ʃ l uː d ə r n	g ə ʃ l uː d ə r t	schludern	geschludert	⋊ ʃ l uː d ə r n ⋉	⋊ ʃ l uː d ə r t ⋉
34345	46827	au̯ s ʃ l ɛ m ə n	au̯ s g ə ʃ l ɛ m t	ausschlämmen	ausgeschlämmt	⋊ a u s ʃ l ɛ m ə n ⋉	⋊ a u s g ə ʃ l ɛ m t ⋉
34408	46919	d ʊ r ç z uː x ə n	d ʊ r ç z uː x t	durchsuchen	durchsucht	⋊ d ʊ r ç z uː x ə n ⋉	⋊ d ʊ r ç z uː x t ⋉
34445	46970	m ɪ s b ə h aː g ə n	m ɪ s b ə h aː k t	missbehagen	missbehagt	⋊ m ɪ s b ə h aː g ə n ⋉	⋊ m ɪ s b ə h aː k t ⋉
34484	47020	au̯ s l au̯ t ə n	au̯ s g ə l au̯ t ə t	auslauten	ausgelautet	⋊ a u s l a u t ə n ⋉	⋊ a u s g ə l a u t ə t ⋉
34509	47052	a n ʃ p ai̯ ə n	a n g ə ʃ p iː n	anspeien	angespien	⋊ a n ʃ p a i ə n ⋉	⋊ a n g ə ʃ p iː n ⋉
34547	47103	yː b ə r f l yː g ə l n	yː b ə r f l yː g ə l t	überflügeln	überflügelt	⋊ yː b ə r f l yː g ə l n ⋉	⋊ yː b ə r f l yː g ə l t ⋉
34553	47110	b ə h ɛ k s ə n	b ə h ɛ k s t	behexen	behext	⋊ b ə h ɛ k s ə n ⋉	⋊ b ə h ɛ k s t ⋉
34572	47135	f ɛ r h ai̯ m l ɪ x ə n	f ɛ r h ai̯ m l ɪ ç t	verheimlichen	verheimlicht	⋊ f ɛ r h a i m l ɪ x ə n ⋉	⋊ f ɛ r h a i m l ɪ ç t ⋉
34607	47180	k r øː n ə n	g ə k r øː n t	krönen	gekrönt	⋊ k r øː n ə n ⋉	⋊ k r øː n t ⋉
34610	47183	ʊ m p r ɛː g ə n	ʊ m g ə p r ɛː k t	umprägen	umgeprägt	⋊ ʊ m p r ɛː g ə n ⋉	⋊ ʊ m g ə p r ɛː k t ⋉
34656	47244	au̯ f j au̯ x ts ə n	au̯ f g ə j au̯ x ts t	aufjauchzen	aufgejauchzt	⋊ a u f j a u x ts ə n ⋉	⋊ a u f g ə j a u x ts t ⋉
34682	47277	r oː d ə l n	g ə r oː d ə l t	rodeln	gerodelt	⋊ r oː d ə l n ⋉	⋊ r oː d ə l t ⋉
34719	47335	ts iː p ə n	g ə ts iː p t	ziepen	geziept	⋊ ts iː p ə n ⋉	⋊ ts iː p t ⋉
34725	47344	ts ɛ r t r ɛ m p ə l n	ts ɛ r t r ɛ m p ə l t	zertrampeln	zertrampelt	⋊ ts ɛ r t r ɛ m p ə l n ⋉	⋊ ts ɛ r t r ɛ m p ə l t ⋉
34772	47401	ʃ ɛ n d ə n	g ə ʃ ɛ n d ə t	schänden	geschändet	⋊ ʃ ɛ n d ə n ⋉	⋊ ʃ ɛ n d ə t ⋉
34782	47413	a s ɪ s t iː r ə n	a s ɪ s t iː r t	assistieren	assistiert	⋊ a s ɪ s t iː r ə n ⋉	⋊ a s ɪ s t iː r t ⋉
34804	47444	ɛ ts ə n	g ə ɛ ts t	ätzen	geätzt	⋊ ɛ ts ə n ⋉	⋊ ɛ ts t ⋉
34872	47542	b l ɪ k ə n	g ə b l ɪ k t	blicken	geblickt	⋊ b l ɪ k ə n ⋉	⋊ b l ɪ k t ⋉
34883	47554	yː b ə r ʃ t r a p a ts iː r ə n	yː b ə r ʃ t r a p a ts iː r t	überstrapazieren	überstrapaziert	⋊ yː b ə r ʃ t r a p a ts iː r ə n ⋉	⋊ yː b ə r ʃ t r a p a ts iː r t ⋉
34904	47585	f ɛ r ʃ r oː t ə n	f ɛ r ʃ r oː t ə t	verschroten	verschrotet	⋊ f ɛ r ʃ r oː t ə n ⋉	⋊ f ɛ r ʃ r oː t ə t ⋉
34935	47624	au̯ s m aː l ə n	au̯ s g ə m aː l t	ausmalen	ausgemalt	⋊ a u s m aː l ə n ⋉	⋊ a u s g ə m aː l t ⋉
34959	47654	au̯ s r ai̯ f ə n	au̯ s g ə r ai̯ f t	ausreifen	ausgereift	⋊ a u s r a i f ə n ⋉	⋊ a u s g ə r a i f t ⋉
34964	47663	a p n ʊ ts ə n	a p g ə n ʊ ts t	abnutzen	abgenutzt	⋊ a p n ʊ ts ə n ⋉	⋊ a p g ə n ʊ ts t ⋉
34974	47676	g l oː r iː f iː ts iː r ə n	g l oː r iː f iː ts iː r t	glorifizieren	glorifiziert	⋊ g l oː r iː f iː ts iː r ə n ⋉	⋊ g l oː r iː f iː ts iː r t ⋉
34976	47679	ts uː z ai̯ n	ts uː g ə v eː z ə n	zusein	zugewesen	⋊ ts uː z a i n ⋉	⋊ ts uː g ə v eː z ə n ⋉
34986	47691	au̯ f b r ɪ ŋ ə n	au̯ f g ə b r a x t	aufbringen	aufgebracht	⋊ a u f b r ɪ ŋ ə n ⋉	⋊ a u f g ə b r a x t ⋉
35005	47720	ɛ r l eː z ə n	ɛ r l eː z ə n	erlesen	erlesen	⋊ ɛ r l eː z ə n ⋉	⋊ ɛ r l eː z ə n ⋉
35015	47737	z au̯ z ə n	g ə z au̯ s t	sausen	gesaust	⋊ z a u z ə n ⋉	⋊ z a u s t ⋉
35024	47752	ts uː r ʏ k f r aː g ə n	ts uː r ʏ k g ə f r aː k t	zurückfragen	zurückgefragt	⋊ ts uː r ʏ k f r aː g ə n ⋉	⋊ ts uː r ʏ k g ə f r aː k t ⋉
35032	47764	oi̯ r oː p ɛː iː z iː r ə n	oi̯ r oː p ɛː iː z iː r t	europäisieren	europäisiert	⋊ o i r oː p ɛː iː z iː r ə n ⋉	⋊ o i r oː p ɛː iː z iː r t ⋉
35035	47768	h ɪ n au̯ s ts øː g ə r n	h ɪ n au̯ s g ə ts øː g ə r t	hinauszögern	hinausgezögert	⋊ h ɪ n a u s ts øː g ə r n ⋉	⋊ h ɪ n a u s g ə ts øː g ə r t ⋉
35046	47781	ʊ m v eː ə n	ʊ m v eː t	umwehen	umweht	⋊ ʊ m v eː ə n ⋉	⋊ ʊ m v eː t ⋉
35048	47785	ɛ r b eː t ə n	ɛ r b eː t ə t	erbeten	erbetet	⋊ ɛ r b eː t ə n ⋉	⋊ ɛ r b eː t ə t ⋉
35053	47791	ai̯ n k r ai̯ z ə n	ai̯ n g ə k r ai̯ s t	einkreisen	eingekreist	⋊ a i n k r a i z ə n ⋉	⋊ a i n g ə k r a i s t ⋉
35057	47797	f oː r au̯ s b ə d ɪ ŋ ə n	f oː r au̯ s b ə d ɪ ŋ t	vorausbedingen	vorausbedingt	⋊ f oː r a u s b ə d ɪ ŋ ə n ⋉	⋊ f oː r a u s b ə d ɪ ŋ t ⋉
35076	47825	a p h a l t ə n	a p g ə h a l t ə n	abhalten	abgehalten	⋊ a p h a l t ə n ⋉	⋊ a p g ə h a l t ə n ⋉
35078	47829	k ɪ t ə n	g ə k ɪ t ə t	kitten	gekittet	⋊ k ɪ t ə n ⋉	⋊ k ɪ t ə t ⋉
35096	47850	ʃ t r øː m ə n	g ə ʃ t r øː m t	strömen	geströmt	⋊ ʃ t r øː m ə n ⋉	⋊ ʃ t r øː m t ⋉
35130	47895	f ɛ r k l a m ə r n	f ɛ r k l a m ə r t	verklammern	verklammert	⋊ f ɛ r k l a m ə r n ⋉	⋊ f ɛ r k l a m ə r t ⋉
35138	47909	ɛ n t l eː r ə n	ɛ n t l eː r t	entleeren	entleert	⋊ ɛ n t l eː r ə n ⋉	⋊ ɛ n t l eː r t ⋉
35196	47990	h ɪ n z eː ə n	h ɪ n g ə z eː n	hinsehen	hingesehn	⋊ h ɪ n z eː ə n ⋉	⋊ h ɪ n g ə z eː n ⋉
35212	48014	n aː ə l iː g ə n	n aː ə g ə l eː g ə n	naheliegen	nahegelegen	⋊ n aː ə l iː g ə n ⋉	⋊ n aː ə g ə l eː g ə n ⋉
35217	48019	l ai̯ s t ə n	g ə l ai̯ s t ə t	leisten	geleistet	⋊ l a i s t ə n ⋉	⋊ l a i s t ə t ⋉
35240	48053	ʃ a r iː r ə n	ʃ a r iː r t	scharrieren	scharriert	⋊ ʃ a r iː r ə n ⋉	⋊ ʃ a r iː r t ⋉
35244	48059	f ɛ r n a r ə n	f ɛ r n a r t	vernarren	vernarrt	⋊ f ɛ r n a r ə n ⋉	⋊ f ɛ r n a r t ⋉
35257	48075	d ʊ r ç h ɛ l f ə n	d ʊ r ç g ə h ɔ l f ə n	durchhelfen	durchgeholfen	⋊ d ʊ r ç h ɛ l f ə n ⋉	⋊ d ʊ r ç g ə h ɔ l f ə n ⋉
35285	48113	d ʊ r ç b r ɛ x ə n	d ʊ r ç g ə b r ɔ x ə n	durchbrechen	durchgebrochen	⋊ d ʊ r ç b r ɛ x ə n ⋉	⋊ d ʊ r ç g ə b r ɔ x ə n ⋉
35289	48118	f oː r r ɛ x n ə n	f oː r g ə r ɛ x n ə t	vorrechnen	vorgerechnet	⋊ f oː r r ɛ x n ə n ⋉	⋊ f oː r g ə r ɛ x n ə t ⋉
35335	48182	v aː r ə n	g ə v aː r t	wahren	gewahrt	⋊ v aː r ə n ⋉	⋊ v aː r t ⋉
35353	48206	f ɛ r r ɔ t ə n	f ɛ r r ɔ t ə t	verrotten	verrottet	⋊ f ɛ r r ɔ t ə n ⋉	⋊ f ɛ r r ɔ t ə t ⋉
35360	48214	f au̯ x ə n	g ə f au̯ x t	fauchen	gefaucht	⋊ f a u x ə n ⋉	⋊ f a u x t ⋉
35361	48215	f ɛ r k v a l m ə n	f ɛ r k v a l m t	verqualmen	verqualmt	⋊ f ɛ r k v a l m ə n ⋉	⋊ f ɛ r k v a l m t ⋉
35431	48318	f ɛ r a p r eː d ə n	f ɛ r a p r eː d ə t	verabreden	verabredet	⋊ f ɛ r a p r eː d ə n ⋉	⋊ f ɛ r a p r eː d ə t ⋉
35466	48364	a p z ɛː g ə n	a p g ə z ɛː k t	absägen	abgesägt	⋊ a p z ɛː g ə n ⋉	⋊ a p g ə z ɛː k t ⋉
35490	48394	ʃ t au̯ n ə n	g ə ʃ t au̯ n t	staunen	gestaunt	⋊ ʃ t a u n ə n ⋉	⋊ ʃ t a u n t ⋉
35495	48399	au̯ s m uː g ə l n	au̯ s g ə m uː g ə l t	ausmugeln	ausgemugelt	⋊ a u s m uː g ə l n ⋉	⋊ a u s g ə m uː g ə l t ⋉
35529	48446	a n r ɛ n ə n	a n g ə r a n t	anrennen	angerannt	⋊ a n r ɛ n ə n ⋉	⋊ a n g ə r a n t ⋉
35609	48556	f ɛ r ʊ l k ə n	f ɛ r ʊ l k t	verulken	verulkt	⋊ f ɛ r ʊ l k ə n ⋉	⋊ f ɛ r ʊ l k t ⋉
35619	48570	au̯ s ʃ l a x t ə n	au̯ s g ə ʃ l a x t ə t	ausschlachten	ausgeschlachtet	⋊ a u s ʃ l a x t ə n ⋉	⋊ a u s g ə ʃ l a x t ə t ⋉
35621	48572	v ʊ r s t ə n	g ə v ʊ r s t ə t	wursten	gewurstet	⋊ v ʊ r s t ə n ⋉	⋊ v ʊ r s t ə t ⋉
35623	48575	p r ɛ s ə n	g ə p r ɛ s t	pressen	gepresst	⋊ p r ɛ s ə n ⋉	⋊ p r ɛ s t ⋉
35644	48603	ts ʏ n d ə n	g ə ts ʏ n d ə t	zünden	gezündet	⋊ ts ʏ n d ə n ⋉	⋊ ts ʏ n d ə t ⋉
35650	48611	au̯ f v iː g ə n	au̯ f g ə v oː g ə n	aufwiegen	aufgewogen	⋊ a u f v iː g ə n ⋉	⋊ a u f g ə v oː g ə n ⋉
35667	48635	t r yː b ə n	g ə t r yː p t	trüben	getrübt	⋊ t r yː b ə n ⋉	⋊ t r yː p t ⋉
35670	48638	d eː n ə n	g ə d eː n t	dehnen	gedehnt	⋊ d eː n ə n ⋉	⋊ d eː n t ⋉
35705	48679	au̯ s f ɔ r m uː l iː r ə n	au̯ s f ɔ r m uː l iː r t	ausformulieren	ausformuliert	⋊ a u s f ɔ r m uː l iː r ə n ⋉	⋊ a u s f ɔ r m uː l iː r t ⋉
35713	48690	ɛ n t b l ɛ t ə r n	ɛ n t b l ɛ t ə r t	entblättern	entblättert	⋊ ɛ n t b l ɛ t ə r n ⋉	⋊ ɛ n t b l ɛ t ə r t ⋉
35721	48698	ɛ n t a m t ə n	ɛ n t a m t ə t	entamten	entamtet	⋊ ɛ n t a m t ə n ⋉	⋊ ɛ n t a m t ə t ⋉
35722	48699	b iː t ə n	g ə b oː t ə n	bieten	geboten	⋊ b iː t ə n ⋉	⋊ b oː t ə n ⋉
35745	48729	f ɛ r p ʊ f ə n	f ɛ r p ʊ f t	verpuffen	verpufft	⋊ f ɛ r p ʊ f ə n ⋉	⋊ f ɛ r p ʊ f t ⋉
35761	48748	au̯ s l ɛ r n ə n	au̯ s g ə l ɛ r n t	auslernen	ausgelernt	⋊ a u s l ɛ r n ə n ⋉	⋊ a u s g ə l ɛ r n t ⋉
35762	48749	d aː r b iː t ə n	d aː r g ə b oː t ə n	darbieten	dargeboten	⋊ d aː r b iː t ə n ⋉	⋊ d aː r g ə b oː t ə n ⋉
35787	48784	a n l aː g ə r n	a n g ə l aː g ə r t	anlagern	angelagert	⋊ a n l aː g ə r n ⋉	⋊ a n g ə l aː g ə r t ⋉
35788	48785	m aː s r eː g ə l n	g ə m aː s r eː g ə l t	massregeln	gemassregelt	⋊ m aː s r eː g ə l n ⋉	⋊ m aː s r eː g ə l t ⋉
35872	48898	a n ʃ m iː r ə n	a n g ə ʃ m iː r t	anschmieren	angeschmiert	⋊ a n ʃ m iː r ə n ⋉	⋊ a n g ə ʃ m iː r t ⋉
35896	48927	au̯ f z a m ə l n	au̯ f g ə z a m ə l t	aufsammeln	aufgesammelt	⋊ a u f z a m ə l n ⋉	⋊ a u f g ə z a m ə l t ⋉
35906	48938	r ʊ m h ɛ ŋ ə n	r ʊ m g ə h a ŋ ə n	rumhängen	rumgehangen	⋊ r ʊ m h ɛ ŋ ə n ⋉	⋊ r ʊ m g ə h a ŋ ə n ⋉
35912	48946	ʃ l ɛ m ə n	g ə ʃ l ɛ m t	schlämmen	geschlämmt	⋊ ʃ l ɛ m ə n ⋉	⋊ ʃ l ɛ m t ⋉
35916	48951	ai̯ n f ɛ r l ai̯ b ə n	ai̯ n f ɛ r l ai̯ p t	einverleiben	einverleibt	⋊ a i n f ɛ r l a i b ə n ⋉	⋊ a i n f ɛ r l a i p t ⋉
35921	48957	s k ɔ n t iː r ə n	s k ɔ n t iː r t	skontieren	skontiert	⋊ s k ɔ n t iː r ə n ⋉	⋊ s k ɔ n t iː r t ⋉
35953	49003	au̯ s r ɔ t ə n	au̯ s g ə r ɔ t ə t	ausrotten	ausgerottet	⋊ a u s r ɔ t ə n ⋉	⋊ a u s g ə r ɔ t ə t ⋉
35960	49012	f ɛ r g r aː b ə n	f ɛ r g r aː b ə n	vergraben	vergraben	⋊ f ɛ r g r aː b ə n ⋉	⋊ f ɛ r g r aː b ə n ⋉
35985	49044	r ʏ k f ɛ r z ɪ x ə r n	r ʏ k f ɛ r z ɪ x ə r t	rückversichern	rückversichert	⋊ r ʏ k f ɛ r z ɪ x ə r n ⋉	⋊ r ʏ k f ɛ r z ɪ x ə r t ⋉
36063	49160	f yː g ə n	g ə f yː k t	fügen	gefügt	⋊ f yː g ə n ⋉	⋊ f yː k t ⋉
36078	49183	p r oː p oː n iː r ə n	p r oː p oː n iː r t	proponieren	proponiert	⋊ p r oː p oː n iː r ə n ⋉	⋊ p r oː p oː n iː r t ⋉
36080	49185	m uː z iː ts iː r ə n	m uː z iː ts iː r t	musizieren	musiziert	⋊ m uː z iː ts iː r ə n ⋉	⋊ m uː z iː ts iː r t ⋉
36122	49241	k r a ŋ k f ai̯ ə r n	k r a ŋ k g ə f ai̯ ə r t	krankfeiern	krankgefeiert	⋊ k r a ŋ k f a i ə r n ⋉	⋊ k r a ŋ k g ə f a i ə r t ⋉
36212	49373	d a h ɪ n t ə r ʃ t ɛ k ə n	d aː h ɪ n t ə r g ə ʃ t ɛ k t	dahinterstecken	dahintergesteckt	⋊ d a h ɪ n t ə r ʃ t ɛ k ə n ⋉	⋊ d aː h ɪ n t ə r g ə ʃ t ɛ k t ⋉
36215	49376	f oː r k eː r ə n	f oː r g ə k eː r t	vorkehren	vorgekehrt	⋊ f oː r k eː r ə n ⋉	⋊ f oː r g ə k eː r t ⋉
36229	49393	ai̯ n v iː g ə n	ai̯ n g ə v iː k t	einwiegen	eingewiegt	⋊ a i n v iː g ə n ⋉	⋊ a i n g ə v iː k t ⋉
36238	49406	f l øː ə n	g ə f l øː t	flöhen	geflöht	⋊ f l øː ə n ⋉	⋊ f l øː t ⋉
36253	49427	au̯ f p r oː b iː r ə n	au̯ f p r oː b iː r t	aufprobieren	aufprobiert	⋊ a u f p r oː b iː r ə n ⋉	⋊ a u f p r oː b iː r t ⋉
36266	49445	f ɛ r ʃ ɪ m ə l n	f ɛ r ʃ ɪ m ə l t	verschimmeln	verschimmelt	⋊ f ɛ r ʃ ɪ m ə l n ⋉	⋊ f ɛ r ʃ ɪ m ə l t ⋉
36280	49463	a n p ɪ ŋ k ə l n	a n g ə p ɪ ŋ k ə l t	anpinkeln	angepinkelt	⋊ a n p ɪ ŋ k ə l n ⋉	⋊ a n g ə p ɪ ŋ k ə l t ⋉
36287	49472	h a n d ə l n	g ə h a n d ə l t	handeln	gehandelt	⋊ h a n d ə l n ⋉	⋊ h a n d ə l t ⋉
36294	49480	ɛ r ts v ɪ ŋ ə n	ɛ r ts v ʊ ŋ ə n	erzwingen	erzwungen	⋊ ɛ r ts v ɪ ŋ ə n ⋉	⋊ ɛ r ts v ʊ ŋ ə n ⋉
36300	49488	au̯ s b ʏ k s ə n	au̯ s g ə b ʏ k s t	ausbüx-en	ausgebüx-t	⋊ a u s b ʏ k s ə n ⋉	⋊ a u s g ə b ʏ k s t ⋉
36318	49517	ɪ n d ɛ m n iː z iː r ə n	ɪ n d ɛ m n iː z iː r t	indemnisieren	indemnisiert	⋊ ɪ n d ɛ m n iː z iː r ə n ⋉	⋊ ɪ n d ɛ m n iː z iː r t ⋉
36352	49566	pf r ɔ pf ə n	g ə pf r ɔ pf t	pfropfen	gepfropft	⋊ pf r ɔ pf ə n ⋉	⋊ pf r ɔ pf t ⋉
36354	49568	f ɛ r p a x t ə n	f ɛ r p a x t ə t	verpachten	verpachtet	⋊ f ɛ r p a x t ə n ⋉	⋊ f ɛ r p a x t ə t ⋉
36355	49569	s k oː r ə n	g ə s k oː r t	skoren	geskort	⋊ s k oː r ə n ⋉	⋊ s k oː r t ⋉
36373	49593	a n l au̯ f ə n	a n g ə l au̯ f ə n	anlaufen	angelaufen	⋊ a n l a u f ə n ⋉	⋊ a n g ə l a u f ə n ⋉
36476	49730	au̯ s p r ɛː g ə n	au̯ s g ə p r ɛː k t	ausprägen	ausgeprägt	⋊ a u s p r ɛː g ə n ⋉	⋊ a u s g ə p r ɛː k t ⋉
36524	49795	k n a t ə r n	g ə k n a t ə r t	knattern	geknattert	⋊ k n a t ə r n ⋉	⋊ k n a t ə r t ⋉
36528	49801	au̯ s z ɛ n d ə n	au̯ s g ə z ɛ n d ə t	aussenden	ausgesendet	⋊ a u s z ɛ n d ə n ⋉	⋊ a u s g ə z ɛ n d ə t ⋉
36545	49824	au̯ f b r oː d ə l n	au̯ f g ə b r oː d ə l t	aufbrodeln	aufgebrodelt	⋊ a u f b r oː d ə l n ⋉	⋊ a u f g ə b r oː d ə l t ⋉
36561	49843	ai̯ n ɪ m pf ə n	ai̯ n g ə ɪ m pf t	einimpfen	eingeimpft	⋊ a i n ɪ m pf ə n ⋉	⋊ a i n g ə ɪ m pf t ⋉
36581	49871	ɛ n t ts au̯ b ə r n	ɛ n t ts au̯ b ə r t	entzaubern	entzaubert	⋊ ɛ n t ts a u b ə r n ⋉	⋊ ɛ n t ts a u b ə r t ⋉
36592	49886	f ɔ r t ʃ ɪ k ə n	f ɔ r t g ə ʃ ɪ k t	fortschicken	fortgeschickt	⋊ f ɔ r t ʃ ɪ k ə n ⋉	⋊ f ɔ r t g ə ʃ ɪ k t ⋉
36609	49908	au̯ s h ɛ l f ə n	au̯ s g ə h ɔ l f ə n	aushelfen	ausgeholfen	⋊ a u s h ɛ l f ə n ⋉	⋊ a u s g ə h ɔ l f ə n ⋉
36613	49914	t iː g ə r n	g ə t iː g ə r t	tigern	getigert	⋊ t iː g ə r n ⋉	⋊ t iː g ə r t ⋉
36627	49931	h ɛ r f oː r ʃ t ɛ x ə n	h ɛ r f oː r g ə ʃ t ɔ x ə n	hervorstechen	hervorgestochen	⋊ h ɛ r f oː r ʃ t ɛ x ə n ⋉	⋊ h ɛ r f oː r g ə ʃ t ɔ x ə n ⋉
36641	49951	k a l b ə n	g ə k a l p t	kalben	gekalbt	⋊ k a l b ə n ⋉	⋊ k a l p t ⋉
36668	49995	l oi̯ x t ə n	g ə l oi̯ x t ə t	leuchten	geleuchtet	⋊ l o i x t ə n ⋉	⋊ l o i x t ə t ⋉
36701	50040	b ʊ ŋ k ə r n	g ə b ʊ ŋ k ə r t	bunkern	gebunkert	⋊ b ʊ ŋ k ə r n ⋉	⋊ b ʊ ŋ k ə r t ⋉
36817	50194	n aː x b ə r ai̯ t ə n	n aː x b ə r ai̯ t ə t	nachbereiten	nachbereitet	⋊ n aː x b ə r a i t ə n ⋉	⋊ n aː x b ə r a i t ə t ⋉
36819	50197	f ɛ r z iː g ə n	f ɛ r z iː k t	versiegen	versiegt	⋊ f ɛ r z iː g ə n ⋉	⋊ f ɛ r z iː k t ⋉
36846	50234	f ɛ r v ɛ l t l ɪ x ə n	f ɛ r v ɛ l t l ɪ ç t	verweltlichen	verweltlicht	⋊ f ɛ r v ɛ l t l ɪ x ə n ⋉	⋊ f ɛ r v ɛ l t l ɪ ç t ⋉
36937	50354	ʊ m ɔ r g a n iː z iː r ə n	ʊ m ɔ r g a n iː z iː r t	umorganisieren	umorganisiert	⋊ ʊ m ɔ r g a n iː z iː r ə n ⋉	⋊ ʊ m ɔ r g a n iː z iː r t ⋉
36948	50370	f ɛ r a p f ɔ l g ə n	f ɛ r a p f ɔ l k t	verabfolgen	verabfolgt	⋊ f ɛ r a p f ɔ l g ə n ⋉	⋊ f ɛ r a p f ɔ l k t ⋉
36960	50385	p ai̯ l ə n	g ə p ai̯ l t	peilen	gepeilt	⋊ p a i l ə n ⋉	⋊ p a i l t ⋉
37007	50454	z ai̯ f ə n	g ə z ai̯ f t	seifen	geseift	⋊ z a i f ə n ⋉	⋊ z a i f t ⋉
37013	50460	m ɛ n s t r uː iː r ə n	m ɛ n s t r uː iː r t	menstruieren	menstruiert	⋊ m ɛ n s t r uː iː r ə n ⋉	⋊ m ɛ n s t r uː iː r t ⋉
37019	50470	v iː d ə r r uː f ə n	v iː d ə r r uː f ə n	widerrufen	widerrufen	⋊ v iː d ə r r uː f ə n ⋉	⋊ v iː d ə r r uː f ə n ⋉
37032	50489	ʃ l a p ə r n	g ə ʃ l a p ə r t	schlappern	geschlappert	⋊ ʃ l a p ə r n ⋉	⋊ ʃ l a p ə r t ⋉
37093	50577	ɛ r h a n d ə l n	ɛ r h a n d ə l t	erhandeln	erhandelt	⋊ ɛ r h a n d ə l n ⋉	⋊ ɛ r h a n d ə l t ⋉
37134	50630	au̯ s ɛ r z eː ə n	au̯ s ɛ r z eː n	ausersehen	ausersehn	⋊ a u s ɛ r z eː ə n ⋉	⋊ a u s ɛ r z eː n ⋉
37147	50645	r yː r ə n	g ə r yː r t	rühren	gerührt	⋊ r yː r ə n ⋉	⋊ r yː r t ⋉
37150	50650	yː b ə r h a n t n eː m ə n	yː b ə r h a n t g ə n ɔ m ə n	überhandnehmen	überhandgenommen	⋊ yː b ə r h a n t n eː m ə n ⋉	⋊ yː b ə r h a n t g ə n ɔ m ə n ⋉
37173	50680	ʊ m ʃ r ai̯ b ə n	ʊ m ʃ r iː b ə n	umschreiben	umschrieben	⋊ ʊ m ʃ r a i b ə n ⋉	⋊ ʊ m ʃ r iː b ə n ⋉
37190	50702	k r ɛ ŋ ə n	g ə k r ɛ ŋ t	krengen	gekrengt	⋊ k r ɛ ŋ ə n ⋉	⋊ k r ɛ ŋ t ⋉
37204	50719	g ə r ɪ ŋ ʃ ɛ ts ə n	g ə r ɪ ŋ g ə ʃ ɛ ts t	geringschätzen	geringgeschätzt	⋊ g ə r ɪ ŋ ʃ ɛ ts ə n ⋉	⋊ r ɪ ŋ g ə ʃ ɛ ts t ⋉
37220	50740	yː b ə r n eː m ə n	yː b ə r n ɔ m ə n	übernehmen	übernommen	⋊ yː b ə r n eː m ə n ⋉	⋊ yː b ə r n ɔ m ə n ⋉
37238	50760	h ɛ r ʊ m f yː r ə n	h ɛ r ʊ m g ə f yː r t	herumführen	herumgeführt	⋊ h ɛ r ʊ m f yː r ə n ⋉	⋊ h ɛ r ʊ m g ə f yː r t ⋉
37239	50761	ʊ m r aː m ə n	ʊ m r aː m t	umrahmen	umrahmt	⋊ ʊ m r aː m ə n ⋉	⋊ ʊ m r aː m t ⋉
37262	50794	b ə n aː x t ai̯ l ɪ g ə n	b ə n aː x t ai̯ l ɪ ç t	benachteiligen	benachteiligt	⋊ b ə n aː x t a i l ɪ g ə n ⋉	⋊ b ə n aː x t a i l ɪ ç t ⋉
37285	50829	r a f ə n	g ə r a f t	raffen	gerafft	⋊ r a f ə n ⋉	⋊ r a f t ⋉
37331	50891	yː b ə r t r ʊ m pf ə n	yː b ə r t r ʊ m pf t	übertrumpfen	übertrumpft	⋊ yː b ə r t r ʊ m pf ə n ⋉	⋊ yː b ə r t r ʊ m pf t ⋉
37354	50925	f ɛ r v aː r l oː z ə n	f ɛ r v aː r l oː s t	verwahrlosen	verwahrlost	⋊ f ɛ r v aː r l oː z ə n ⋉	⋊ f ɛ r v aː r l oː s t ⋉
37355	50926	ɛ n t r ɛ x t ə n	ɛ n t r ɛ x t ə t	entrechten	entrechtet	⋊ ɛ n t r ɛ x t ə n ⋉	⋊ ɛ n t r ɛ x t ə t ⋉
37358	50929	ʃ ʊ l d ə n	g ə ʃ ʊ l d ə t	schulden	geschuldet	⋊ ʃ ʊ l d ə n ⋉	⋊ ʃ ʊ l d ə t ⋉
37366	50943	ɛ r h ɛ l ə n	ɛ r h ɛ l t	erhellen	erhellt	⋊ ɛ r h ɛ l ə n ⋉	⋊ ɛ r h ɛ l t ⋉
37386	50971	k n a l ə n	g ə k n a l t	knallen	geknallt	⋊ k n a l ə n ⋉	⋊ k n a l t ⋉
37404	50997	b ə t ʊ pf ə n	b ə t ʊ pf t	betupfen	betupft	⋊ b ə t ʊ pf ə n ⋉	⋊ b ə t ʊ pf t ⋉
37435	51042	ɛ r k ɛ l t ə n	ɛ r k ɛ l t ə t	erkälten	erkältet	⋊ ɛ r k ɛ l t ə n ⋉	⋊ ɛ r k ɛ l t ə t ⋉
37436	51043	ɛ n t v ɛ n d ə n	ɛ n t v ɛ n d ə t	entwenden	entwendet	⋊ ɛ n t v ɛ n d ə n ⋉	⋊ ɛ n t v ɛ n d ə t ⋉
37453	51069	b ə v ɛː r ə n	b ə v ɛː r t	bewaehren	bewaehrt	⋊ b ə v ɛː r ə n ⋉	⋊ b ə v ɛː r t ⋉
37456	51072	ʃ r ɛ k ə n	g ə ʃ r ɔ k ə n	schrecken	geschrocken	⋊ ʃ r ɛ k ə n ⋉	⋊ ʃ r ɔ k ə n ⋉
